candidate,candidate_name,protocol,records,queries,neff_min,neff_p05,neff_p25,neff_mean,neff_median,neff_p75,neff_p95,neff_max,neff_zero_ratio,neff_one_ratio,keep_count,keep_ratio,recover_count,recover_ratio,defer_count,defer_ratio,write_count,write_ratio
c0,canonical_no_discount,clean,81,72900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22821,0.31304526748971195,2,2.7434842249657064e-05,50077,0.6869272976680384,22823,0.3130727023319616
c0,canonical_no_discount,crash5,81,72900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22682,0.31113854595336077,75,0.00102880658436214,50143,0.6878326474622771,22757,0.31216735253772293
c0,canonical_no_discount,crash10,81,72900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22514,0.3088340192043896,142,0.0019478737997256515,50244,0.6892181069958848,22656,0.31078189300411524
c0,canonical_no_discount,compound,81,72900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20482,0.280960219478738,1625,0.022290809327846366,50793,0.6967489711934156,22107,0.3032510288065844
c1,legacy_fixed_discount,clean,81,72900,0.0,0.9998425841331482,0.999954879283905,1.0703170865125498,0.9999923706054688,1.0015009641647339,1.4811431169509888,1.4817278385162354,0.0005349794238683127,0.00013717421124828533,31392,0.43061728395061727,2,2.7434842249657064e-05,41506,0.5693552812071331,31394,0.4306447187928669
c1,legacy_fixed_discount,crash5,81,72900,0.0,0.9997995465993881,0.9999465346336365,1.0432997773394876,0.9999913573265076,1.0008302628993988,1.4811327457427979,1.4817204475402832,0.020877914951989027,0.00020576131687242798,30836,0.42299039780521264,75,0.00102880658436214,41989,0.5759807956104253,30911,0.42401920438957474
c1,legacy_fixed_discount,crash10,81,72900,0.0,0.7466746985912333,0.9999379515647888,1.0167990405052696,0.9999894499778748,1.0003687143325806,1.4811220228672028,1.4817296266555786,0.04046639231824417,0.0001783264746227709,30342,0.4162139917695473,142,0.0019478737997256515,42416,0.5818381344307271,30484,0.418161865569273
c1,legacy_fixed_discount,compound,81,72900,0.0,0.716847574710847,0.9999411106109619,1.0159109433892233,0.9999915957450867,1.00038281083107,1.481030708551407,1.4817397594451904,0.0405761316872428,0.00027434842249657066,28065,0.38497942386831274,1627,0.02231824417009602,43208,0.5927023319615912,29692,0.4072976680384088
