experiment,epoch,protocol,gt,predictions_at_score_0_1,tp_at_2m,false_positive_at_2m,false_negative_at_2m,gt_recall_at_2m,precision_at_2m,matched_center_error,matched_velocity_error,recover_candidates,recover_gt_matches,recover_gt_match_rate,recover_memory_writes,false_memory_writes,false_memory_write_rate,recover_match_center_error,conservation_residual_abs_max,conservation_violation_count,unsupported_growth_count,source_mass_violation_count,recovery_delay,recovered_scenes,unrecovered_scenes,per_class_ap_json,distance_ap_json
M1-Ramp,3,clean_no_corruption,4441,7189,3289,3900,1152,0.7405989641972529,0.45750452079566006,0.5665373495489864,0.20385346246790428,0,0,nan,0,0,nan,nan,1.9073486328125e-06,0,0,0,nan,0,0,"{""barrier"": 0.0, ""bicycle"": 0.23944472552348112, ""bus"": 0.6100427356626466, ""car"": 0.6802767820167104, ""construction_vehicle"": 0.0, ""motorcycle"": 0.49236967525109165, ""pedestrian"": 0.5587176277517025, ""traffic_cone"": 0.7132374095440377, ""trailer"": 0.0, ""truck"": 0.6484212222261512}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.09803260802142702, ""1.0"": 0.16815630109346522, ""2.0"": 0.3412476663224739, ""4.0"": 0.35034232665655846}, ""bus"": {""0.5"": 0.06895117377685317, ""1.0"": 0.6857914385399893, ""2.0"": 0.6857914385399893, ""4.0"": 0.9996368917937548}, ""car"": {""0.5"": 0.3727235800218793, ""1.0"": 0.6471068257404564, ""2.0"": 0.8180663459580649, ""4.0"": 0.8832103763464407}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.14413870365936163, ""1.0"": 0.40331785347673466, ""2.0"": 0.6479053837944361, ""4.0"": 0.7741167600738342}, ""pedestrian"": {""0.5"": 0.15374167846105202, ""1.0"": 0.49269256990229215, ""2.0"": 0.752977338611438, ""4.0"": 0.8354589240320279}, ""traffic_cone"": {""0.5"": 0.4930902130838065, ""1.0"": 0.7311074643608647, ""2.0"": 0.8143759803657395, ""4.0"": 0.8143759803657395}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.37896259336519, ""1.0"": 0.6267034739853028, ""2.0"": 0.7677545491223681, ""4.0"": 0.8202642724317435}}"
M1-Ramp,3,camera_crash_back_5f,4441,7208,3263,3945,1178,0.7347444269308714,0.4526914539400666,0.5774799606388569,0.20723752226811187,141,25,0.1773049645390071,69,50,0.7246376811594203,0.8403774851829918,1.9073486328125e-06,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.2558257579563215, ""bus"": 0.5008891616888509, ""car"": 0.677346306589556, ""construction_vehicle"": 0.0, ""motorcycle"": 0.49330877040973764, ""pedestrian"": 0.544409757358052, ""traffic_cone"": 0.674557613615463, ""trailer"": 0.0, ""truck"": 0.6512537492294442}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.06832943554819088, ""1.0"": 0.17416108390176574, ""2.0"": 0.38498789898783836, ""4.0"": 0.39582461338749114}, ""bus"": {""0.5"": 0.04921709968328326, ""1.0"": 0.3961657676142434, ""2.0"": 0.6026182239023213, ""4.0"": 0.9555555555555557}, ""car"": {""0.5"": 0.35607710260928677, ""1.0"": 0.6539424207358083, ""2.0"": 0.815411731975102, ""4.0"": 0.8839539710380271}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.16720845731524947, ""1.0"": 0.4020127553675321, ""2.0"": 0.6473527898362399, ""4.0"": 0.756661079119929}, ""pedestrian"": {""0.5"": 0.1437424113053358, ""1.0"": 0.4684685918848582, ""2.0"": 0.7437592360770254, ""4.0"": 0.8216687901649886}, ""traffic_cone"": {""0.5"": 0.3994043575620005, ""1.0"": 0.6916463815037635, ""2.0"": 0.8035898576980439, ""4.0"": 0.8035898576980439}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.39694175840753676, ""1.0"": 0.629064842052432, ""2.0"": 0.7575729849194325, ""4.0"": 0.821435411538376}}"
M1-Ramp,3,camera_crash_back_10f,4441,7213,3254,3959,1187,0.7327178563386625,0.4511299043393872,0.5859898469917938,0.20468235634696474,187,50,0.26737967914438504,97,57,0.5876288659793815,0.8072512939859133,2.86102294921875e-06,0,0,0,1.5,2,0,"{""barrier"": 0.0, ""bicycle"": 0.24468926095096688, ""bus"": 0.425145350133708, ""car"": 0.6699702412860796, ""construction_vehicle"": 0.0, ""motorcycle"": 0.46548974034979795, ""pedestrian"": 0.5287427046653118, ""traffic_cone"": 0.6617938801452167, ""trailer"": 0.0, ""truck"": 0.668596449631424}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.06010365820736191, ""1.0"": 0.13945015985865641, ""2.0"": 0.3853660294739567, ""4.0"": 0.3938371962638925}, ""bus"": {""0.5"": 0.08258549547765233, ""1.0"": 0.3920563885098199, ""2.0"": 0.43705062765847086, ""4.0"": 0.7888888888888891}, ""car"": {""0.5"": 0.33726792569249125, ""1.0"": 0.650074856605713, ""2.0"": 0.814131423484606, ""4.0"": 0.8784067593615085}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.15230847610304848, ""1.0"": 0.32504585042614553, ""2.0"": 0.6432426350118923, ""4.0"": 0.7413619998581057}, ""pedestrian"": {""0.5"": 0.13165672544293772, ""1.0"": 0.43531900736877577, ""2.0"": 0.7380268785880126, ""4.0"": 0.8099682072615211}, ""traffic_cone"": {""0.5"": 0.44322778608903657, ""1.0"": 0.7033989851795246, ""2.0"": 0.7502743746561528, ""4.0"": 0.7502743746561528}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.4050894154913096, ""1.0"": 0.6676974557444108, ""2.0"": 0.7793414244629558, ""4.0"": 0.8222575028270197}}"
M1-Ramp,3,compound_fog_crash_10f,4441,7195,3175,4020,1266,0.7149290700292726,0.4412786657400973,0.5826828453424999,0.20593976094374034,1069,232,0.21702525724976612,474,310,0.6540084388185654,0.7077112707956444,1.9073486328125e-06,0,0,0,1.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.2676939448340394, ""bus"": 0.43492974923325156, ""car"": 0.6628210884121943, ""construction_vehicle"": 0.0, ""motorcycle"": 0.43513486616460184, ""pedestrian"": 0.49771870565068044, ""traffic_cone"": 0.6721631818031906, ""trailer"": 0.0, ""truck"": 0.6502801366685513}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.10847657593267142, ""1.0"": 0.15869746892452516, ""2.0"": 0.39630673515826215, ""4.0"": 0.40729499932069885}, ""bus"": {""0.5"": 0.12196773125204498, ""1.0"": 0.39028246295519253, ""2.0"": 0.4385799138368798, ""4.0"": 0.7888888888888891}, ""car"": {""0.5"": 0.343674600704124, ""1.0"": 0.6349024819489391, ""2.0"": 0.7994186297351606, ""4.0"": 0.8732886412605536}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.18151667208664787, ""1.0"": 0.31893945567102494, ""2.0"": 0.5471831804553249, ""4.0"": 0.6929001564454097}, ""pedestrian"": {""0.5"": 0.09947619234650919, ""1.0"": 0.4054137395257359, ""2.0"": 0.6902949418696184, ""4.0"": 0.7956899488608581}, ""traffic_cone"": {""0.5"": 0.4916099402614528, ""1.0"": 0.6611821155699714, ""2.0"": 0.7589630459557056, ""4.0"": 0.7768976254256327}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.3685341545612969, ""1.0"": 0.645908798654382, ""2.0"": 0.7785933753008057, ""4.0"": 0.8080842181577207}}"
M1-Ramp,6,clean_no_corruption,4441,7375,3167,4208,1274,0.7131276739473091,0.42942372881355934,0.6290186939773745,0.23073248065260965,0,0,nan,0,0,nan,nan,9.5367431640625e-07,0,0,0,nan,0,0,"{""barrier"": 0.0, ""bicycle"": 0.27886570594984167, ""bus"": 0.6658737787217434, ""car"": 0.6070115499584683, ""construction_vehicle"": 0.0, ""motorcycle"": 0.40537683776759814, ""pedestrian"": 0.5177626224838918, ""traffic_cone"": 0.7135281864986, ""trailer"": 0.0, ""truck"": 0.5842853493709063}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.0563306314611018, ""1.0"": 0.2901754002875452, ""2.0"": 0.3733230694294125, ""4.0"": 0.3956337226213072}, ""bus"": {""0.5"": 0.11160531781128075, ""1.0"": 0.6236540628140209, ""2.0"": 0.9368105745006587, ""4.0"": 0.9914251597610131}, ""car"": {""0.5"": 0.25969286957326654, ""1.0"": 0.5450456727766816, ""2.0"": 0.7671370705147502, ""4.0"": 0.8561705869691745}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.051328937447147074, ""1.0"": 0.25982995165068445, ""2.0"": 0.5896381709422188, ""4.0"": 0.7207102910303421}, ""pedestrian"": {""0.5"": 0.12562915106458444, ""1.0"": 0.43283920433922723, ""2.0"": 0.7017160383980674, ""4.0"": 0.8108660961336883}, ""traffic_cone"": {""0.5"": 0.4580617602230038, ""1.0"": 0.7559036558534208, ""2.0"": 0.8200736649589877, ""4.0"": 0.8200736649589877}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.2041506113086654, ""1.0"": 0.5314131166925167, ""2.0"": 0.7890505752341662, ""4.0"": 0.8125270942482766}}"
M1-Ramp,6,camera_crash_back_5f,4441,7366,3146,4220,1295,0.7083990092321549,0.4270974748846049,0.6315274979205765,0.23993420971071644,17,3,0.17647058823529413,16,13,0.8125,0.9410331677386409,9.5367431640625e-07,0,0,0,0.5,2,0,"{""barrier"": 0.0, ""bicycle"": 0.32171818682693887, ""bus"": 0.5161967765940412, ""car"": 0.6090811325843729, ""construction_vehicle"": 0.0, ""motorcycle"": 0.40387647438868657, ""pedestrian"": 0.5130718282088047, ""traffic_cone"": 0.6800035953917787, ""trailer"": 0.0, ""truck"": 0.5357732185477614}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.08964820905602346, ""1.0"": 0.32236230445751657, ""2.0"": 0.4257619796013288, ""4.0"": 0.4491002541928868}, ""bus"": {""0.5"": 0.11123131471933215, ""1.0"": 0.33736719807876625, ""2.0"": 0.7077208739719262, ""4.0"": 0.9084677196061404}, ""car"": {""0.5"": 0.2641827682220258, ""1.0"": 0.5495194342003584, ""2.0"": 0.7647861475917566, ""4.0"": 0.8578361803233508}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.03885156215798904, ""1.0"": 0.2624393451814262, ""2.0"": 0.5949683748527914, ""4.0"": 0.7192466153625395}, ""pedestrian"": {""0.5"": 0.12005354552414693, ""1.0"": 0.4230526893435802, ""2.0"": 0.6988034875618939, ""4.0"": 0.8103775904055979}, ""traffic_cone"": {""0.5"": 0.4830983489044026, ""1.0"": 0.6766287830426484, ""2.0"": 0.7769014288235979, ""4.0"": 0.783385820796466}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.12972639337045536, ""1.0"": 0.4691696870774938, ""2.0"": 0.7489575609986769, ""4.0"": 0.7952392327444192}}"
M1-Ramp,6,camera_crash_back_10f,4441,7362,3125,4237,1316,0.7036703445170007,0.4244770442814453,0.6404762211458059,0.23381246646168066,17,3,0.17647058823529413,16,13,0.8125,0.9410331677386409,9.5367431640625e-07,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.31501974328498433, ""bus"": 0.38230356989579173, ""car"": 0.6027061914392413, ""construction_vehicle"": 0.0, ""motorcycle"": 0.40848791693082215, ""pedestrian"": 0.49444900170985623, ""traffic_cone"": 0.698887129395917, ""trailer"": 0.0, ""truck"": 0.5725950225958016}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.10561034401884513, ""1.0"": 0.31057103889107335, ""2.0"": 0.4126931705227963, ""4.0"": 0.43120441970722256}, ""bus"": {""0.5"": 0.10403901663272802, ""1.0"": 0.2979779871264922, ""2.0"": 0.4739520704750422, ""4.0"": 0.6532452053489046}, ""car"": {""0.5"": 0.2668108115343744, ""1.0"": 0.5363087381371825, ""2.0"": 0.7617238593735004, ""4.0"": 0.8459813567119082}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.045901281661604294, ""1.0"": 0.2468442495245543, ""2.0"": 0.6021392511001122, ""4.0"": 0.7390668854370177}, ""pedestrian"": {""0.5"": 0.10480959123762447, ""1.0"": 0.4041220162599962, ""2.0"": 0.6785880667538906, ""4.0"": 0.7902763325879136}, ""traffic_cone"": {""0.5"": 0.5403616737959618, ""1.0"": 0.6996933945353527, ""2.0"": 0.7777467246261769, ""4.0"": 0.7777467246261769}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.17935781270800735, ""1.0"": 0.5538561280046299, ""2.0"": 0.7557783084907526, ""4.0"": 0.8013878411798168}}"
M1-Ramp,6,compound_fog_crash_10f,4441,7362,3050,4312,1391,0.6867822562485927,0.4142895952186906,0.6403970359325603,0.23380375751716828,18,3,0.16666666666666666,16,13,0.8125,0.9389139361969047,9.5367431640625e-07,0,0,0,1.5,2,0,"{""barrier"": 0.0, ""bicycle"": 0.3101980262972448, ""bus"": 0.39591480820253616, ""car"": 0.5889663216221053, ""construction_vehicle"": 0.0, ""motorcycle"": 0.33229137653333385, ""pedestrian"": 0.47914664727911893, ""traffic_cone"": 0.6545916865476319, ""trailer"": 0.0, ""truck"": 0.565168561803214}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.12380637837740023, ""1.0"": 0.30467156955174346, ""2.0"": 0.3998295559679468, ""4.0"": 0.4124846012918889}, ""bus"": {""0.5"": 0.05809310596639356, ""1.0"": 0.33442113346887997, ""2.0"": 0.5288259061332761, ""4.0"": 0.662319087241595}, ""car"": {""0.5"": 0.2502419217393469, ""1.0"": 0.5188722111527254, ""2.0"": 0.7449421431348839, ""4.0"": 0.8418090104614651}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.03845919169107466, ""1.0"": 0.21556302524695536, ""2.0"": 0.45419046446178774, ""4.0"": 0.6209528247335176}, ""pedestrian"": {""0.5"": 0.09247382428705515, ""1.0"": 0.3765355401159112, ""2.0"": 0.6595724776663827, ""4.0"": 0.7880047470471266}, ""traffic_cone"": {""0.5"": 0.5003089686174058, ""1.0"": 0.6417777726241878, ""2.0"": 0.738140002474467, ""4.0"": 0.738140002474467}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.15170672566165214, ""1.0"": 0.5403579139200395, ""2.0"": 0.7653858448479499, ""4.0"": 0.8032237627832145}}"
M1-Ramp,12,clean_no_corruption,4441,7096,3260,3836,1181,0.7340689034001351,0.45941375422773395,0.562084003561622,0.21365153798223557,1,1,1.0,1,0,0.0,0.2638546107962235,2.86102294921875e-06,0,0,0,nan,0,0,"{""barrier"": 0.0, ""bicycle"": 0.21737747113603492, ""bus"": 0.6135665096738727, ""car"": 0.6947023957276321, ""construction_vehicle"": 0.0, ""motorcycle"": 0.5189830015254938, ""pedestrian"": 0.5600143444889255, ""traffic_cone"": 0.6719705263717441, ""trailer"": 0.0, ""truck"": 0.8236931864429105}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.06528511837914813, ""1.0"": 0.14809860860190735, ""2.0"": 0.32292038259265254, ""4.0"": 0.3332057749704317}, ""bus"": {""0.5"": 0.11956771759436019, ""1.0"": 0.6135049054632703, ""2.0"": 0.7222222222222223, ""4.0"": 0.998971193415638}, ""car"": {""0.5"": 0.4146505612019935, ""1.0"": 0.6505410179422418, ""2.0"": 0.8238870992265995, ""4.0"": 0.889730904539694}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.1591346011185163, ""1.0"": 0.45999768747089187, ""2.0"": 0.6747733136955238, ""4.0"": 0.7820264038170432}, ""pedestrian"": {""0.5"": 0.16259710481228148, ""1.0"": 0.46998245403932937, ""2.0"": 0.7672608097829248, ""4.0"": 0.8402170093211665}, ""traffic_cone"": {""0.5"": 0.4538252275575832, ""1.0"": 0.6945101924943432, ""2.0"": 0.7653075290005973, ""4.0"": 0.7742391564344526}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.6700601219530241, ""1.0"": 0.8403007156986195, ""2.0"": 0.8891880152964383, ""4.0"": 0.8952238928235599}}"
M1-Ramp,12,camera_crash_back_5f,4441,7100,3247,3853,1194,0.7311416347669444,0.4573239436619718,0.5671971544954586,0.20740200711173046,115,28,0.24347826086956523,100,74,0.74,0.7813616869737582,3.814697265625e-06,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.15621512066075627, ""bus"": 0.546557610498672, ""car"": 0.6908349077389648, ""construction_vehicle"": 0.0, ""motorcycle"": 0.49347415031914976, ""pedestrian"": 0.550093863842262, ""traffic_cone"": 0.6672919516535657, ""trailer"": 0.0, ""truck"": 0.8216608180970275}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.04078658664763292, ""1.0"": 0.08360632093004812, ""2.0"": 0.24699247142684844, ""4.0"": 0.2534751036384955}, ""bus"": {""0.5"": 0.12827637700726646, ""1.0"": 0.44747681140165174, ""2.0"": 0.6259533495134051, ""4.0"": 0.9845239040723648}, ""car"": {""0.5"": 0.40742999497107374, ""1.0"": 0.6528079093651162, ""2.0"": 0.8180427530936686, ""4.0"": 0.8850589735260004}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.13905049528425342, ""1.0"": 0.45242535689760516, ""2.0"": 0.6428133182071912, ""4.0"": 0.739607430887549}, ""pedestrian"": {""0.5"": 0.15815647018382759, ""1.0"": 0.456695441228856, ""2.0"": 0.7593091694105878, ""4.0"": 0.8262143745457767}, ""traffic_cone"": {""0.5"": 0.36589091183566835, ""1.0"": 0.7583087693890461, ""2.0"": 0.7724840626947743, ""4.0"": 0.7724840626947743}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.6782622498850858, ""1.0"": 0.8477373969341082, ""2.0"": 0.8777935946822947, ""4.0"": 0.8828500308866218}}"
M1-Ramp,12,camera_crash_back_10f,4441,6985,3185,3800,1256,0.717180815131727,0.4559770937723694,0.5684001755439602,0.2158915635783282,159,60,0.37735849056603776,131,81,0.6183206106870229,0.7719445765611834,3.814697265625e-06,0,0,0,1.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.1388286793991794, ""bus"": 0.4231146328584028, ""car"": 0.6859679854949138, ""construction_vehicle"": 0.0, ""motorcycle"": 0.4629989441125316, ""pedestrian"": 0.5231951415532206, ""traffic_cone"": 0.6712102310329784, ""trailer"": 0.0, ""truck"": 0.8054681578250449}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.028988452295303797, ""1.0"": 0.05937898455180765, ""2.0"": 0.2303781981169014, ""4.0"": 0.23656908263270468}, ""bus"": {""0.5"": 0.08222958400770577, ""1.0"": 0.37903078581642685, ""2.0"": 0.4460189063577474, ""4.0"": 0.7851792552517313}, ""car"": {""0.5"": 0.40601081380434234, ""1.0"": 0.6422249320083493, ""2.0"": 0.814580761281885, ""4.0"": 0.8810554348850785}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.11754413590980298, ""1.0"": 0.4095271118497958, ""2.0"": 0.6200314923211837, ""4.0"": 0.7048930363693439}, ""pedestrian"": {""0.5"": 0.15055093737755662, ""1.0"": 0.4202855151606494, ""2.0"": 0.7183817150168622, ""4.0"": 0.8035623986578142}, ""traffic_cone"": {""0.5"": 0.5064394704347533, ""1.0"": 0.7170478582333836, ""2.0"": 0.7306767977318883, ""4.0"": 0.7306767977318883}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.6665926280317251, ""1.0"": 0.8349835701532009, ""2.0"": 0.8582623302228168, ""4.0"": 0.8620341028924368}}"
M1-Ramp,12,compound_fog_crash_10f,4441,7007,3125,3882,1316,0.7036703445170007,0.4459825888397317,0.5791247030775064,0.21697788047087835,201,101,0.5024875621890548,173,80,0.4624277456647399,0.6629060121667069,2.86102294921875e-06,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.13123271077953977, ""bus"": 0.4105996380264805, ""car"": 0.676500791608558, ""construction_vehicle"": 0.0, ""motorcycle"": 0.3755631467553411, ""pedestrian"": 0.5086913155696421, ""traffic_cone"": 0.6034130671777695, ""trailer"": 0.0, ""truck"": 0.7853949510527745}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.022520402379929003, ""1.0"": 0.050775327143126686, ""2.0"": 0.22245531857425585, ""4.0"": 0.22917979502084748}, ""bus"": {""0.5"": 0.05882657355576173, ""1.0"": 0.35432706675912734, ""2.0"": 0.4440656565393015, ""4.0"": 0.7851792552517313}, ""car"": {""0.5"": 0.38695720900652286, ""1.0"": 0.626535641094976, ""2.0"": 0.8137705445883419, ""4.0"": 0.8787397717443914}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.1000919943165882, ""1.0"": 0.32914327908618085, ""2.0"": 0.4640840335846213, ""4.0"": 0.6089332800339741}, ""pedestrian"": {""0.5"": 0.11233937732184357, ""1.0"": 0.41636866822264534, ""2.0"": 0.7006289193949141, ""4.0"": 0.8054282973391653}, ""traffic_cone"": {""0.5"": 0.46232151260430887, ""1.0"": 0.5506181025674848, ""2.0"": 0.6928821463177193, ""4.0"": 0.7078305072215649}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.6228140736173335, ""1.0"": 0.8098189937954882, ""2.0"": 0.8476765583083689, ""4.0"": 0.8612701784899074}}"
