experiment,epoch,protocol,gt,predictions_at_score_0_1,tp_at_2m,false_positive_at_2m,false_negative_at_2m,gt_recall_at_2m,precision_at_2m,matched_center_error,matched_velocity_error,recover_candidates,recover_gt_matches,recover_gt_match_rate,recover_memory_writes,false_memory_writes,false_memory_write_rate,recover_match_center_error,conservation_residual_abs_max,conservation_violation_count,unsupported_growth_count,source_mass_violation_count,recovery_delay,recovered_scenes,unrecovered_scenes,per_class_ap_json,distance_ap_json
B0,12,camera_crash_back_10f,4441,6951,3348,3603,1093,0.7538842603017338,0.4816573154941735,0.5599729704311072,0.18214835447452932,0,0,nan,0,0,nan,nan,0.0,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.2048299001327017, ""bus"": 0.4088944717348942, ""car"": 0.7122616439400173, ""construction_vehicle"": 0.0, ""motorcycle"": 0.6138115401877438, ""pedestrian"": 0.5592500469759887, ""traffic_cone"": 0.7461280154299537, ""trailer"": 0.0, ""truck"": 0.784765800113394}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.027719845906200125, ""1.0"": 0.10470744551987721, ""2.0"": 0.3393313862160206, ""4.0"": 0.34756092288870877}, ""bus"": {""0.5"": 0.003450617283950617, ""1.0"": 0.37100847024969835, ""2.0"": 0.4640787091604773, ""4.0"": 0.7970400902454504}, ""car"": {""0.5"": 0.40991919504744007, ""1.0"": 0.700838055460427, ""2.0"": 0.8454996737475821, ""4.0"": 0.8927896515046202}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.2660623214856976, ""1.0"": 0.5708056489201027, ""2.0"": 0.7603762537056682, ""4.0"": 0.8580019366395069}, ""pedestrian"": {""0.5"": 0.1316702906917823, ""1.0"": 0.4752176853357143, ""2.0"": 0.7755370673753031, ""4.0"": 0.8545751445011552}, ""traffic_cone"": {""0.5"": 0.5425813274099955, ""1.0"": 0.8139769114366064, ""2.0"": 0.8139769114366064, ""4.0"": 0.8139769114366064}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.6318101437580346, ""1.0"": 0.8025069813238797, ""2.0"": 0.8453835930396513, ""4.0"": 0.8593624823320107}}"
B0,12,compound_fog_crash_10f,4441,6921,3271,3650,1170,0.736545823012835,0.47261956364687185,0.5717195013292582,0.1774871057644598,0,0,nan,0,0,nan,nan,0.0,0,0,0,1.5,2,0,"{""barrier"": 0.0, ""bicycle"": 0.1900985611557781, ""bus"": 0.41464157357378556, ""car"": 0.6976905121572017, ""construction_vehicle"": 0.0, ""motorcycle"": 0.49173552679543875, ""pedestrian"": 0.5295468074377824, ""traffic_cone"": 0.6511407584153688, ""trailer"": 0.0, ""truck"": 0.7775126352233717}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.023890260631001373, ""1.0"": 0.08345995215616309, ""2.0"": 0.32265526480342877, ""4.0"": 0.3303887670325192}, ""bus"": {""0.5"": 0.029016928544706323, ""1.0"": 0.37100847024969835, ""2.0"": 0.4640787091604773, ""4.0"": 0.7944621863402603}, ""car"": {""0.5"": 0.3894547323905513, ""1.0"": 0.677933923158192, ""2.0"": 0.8319634077622724, ""4.0"": 0.891409985317791}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.1212324332724845, ""1.0"": 0.4017568375916702, ""2.0"": 0.6335287292758883, ""4.0"": 0.8104241070417119}, ""pedestrian"": {""0.5"": 0.11244248807917584, ""1.0"": 0.43007930907602676, ""2.0"": 0.7417328974880779, ""4.0"": 0.833932535107849}, ""traffic_cone"": {""0.5"": 0.40134132660104505, ""1.0"": 0.67570626234025, ""2.0"": 0.7637577223600899, ""4.0"": 0.7637577223600899}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.6196243174423609, ""1.0"": 0.7591827641634037, ""2.0"": 0.8587928847652204, ""4.0"": 0.872450574522502}}"
M1,1,clean_no_corruption,4441,7197,3320,3877,1121,0.7475793740148615,0.4613033208281228,0.5674306101155963,0.19630966862724666,3,0,0.0,0,0,nan,nan,1.9073486328125e-06,0,0,0,nan,0,0,"{""barrier"": 0.0, ""bicycle"": 0.278665046275002, ""bus"": 0.5875529955863632, ""car"": 0.704209202284392, ""construction_vehicle"": 0.0, ""motorcycle"": 0.5446294772517083, ""pedestrian"": 0.5599031943961614, ""traffic_cone"": 0.6837223853134631, ""trailer"": 0.0, ""truck"": 0.6441543019716313}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.09428515062830713, ""1.0"": 0.23398777384272576, ""2.0"": 0.39131683120323885, ""4.0"": 0.3950704294257361}, ""bus"": {""0.5"": 0.19988148810736903, ""1.0"": 0.577300730416291, ""2.0"": 0.684140874932904, ""4.0"": 0.8888888888888891}, ""car"": {""0.5"": 0.40965494318839274, ""1.0"": 0.6702348986437673, ""2.0"": 0.841642309399591, ""4.0"": 0.8953046579058168}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.2100431867882111, ""1.0"": 0.517169063662534, ""2.0"": 0.6866293511368845, ""4.0"": 0.7646763074192037}, ""pedestrian"": {""0.5"": 0.14822441213672244, ""1.0"": 0.4893817441502967, ""2.0"": 0.7664302647923508, ""4.0"": 0.8355763565052754}, ""traffic_cone"": {""0.5"": 0.4346947098241478, ""1.0"": 0.7210075567396224, ""2.0"": 0.7829639417284823, ""4.0"": 0.7962233329615999}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.3698617783636029, ""1.0"": 0.630937416783853, ""2.0"": 0.7749517975296545, ""4.0"": 0.8008662152094148}}"
M1,1,camera_crash_back_5f,4441,7235,3299,3936,1142,0.7428507092997073,0.4559778852798894,0.5530031879922133,0.19526670008001998,140,17,0.12142857142857143,56,44,0.7857142857142857,0.9430001671550157,1.9073486328125e-06,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.3050546050501233, ""bus"": 0.5057897317648267, ""car"": 0.7002727215698469, ""construction_vehicle"": 0.0, ""motorcycle"": 0.5618366642529509, ""pedestrian"": 0.5645581747070222, ""traffic_cone"": 0.7079720972085575, ""trailer"": 0.0, ""truck"": 0.6423769572411571}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.09990584624204189, ""1.0"": 0.24845054665708685, ""2.0"": 0.43377130542081715, ""4.0"": 0.4380907218805472}, ""bus"": {""0.5"": 0.06954602157706732, ""1.0"": 0.4979078583390201, ""2.0"": 0.6036911582543303, ""4.0"": 0.8520138888888891}, ""car"": {""0.5"": 0.40956702775970805, ""1.0"": 0.6636755792196566, ""2.0"": 0.833952695207072, ""4.0"": 0.8938955840929511}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.2427087990332054, ""1.0"": 0.5495644278693419, ""2.0"": 0.6761571323888931, ""4.0"": 0.7789162977203632}, ""pedestrian"": {""0.5"": 0.14903564039307263, ""1.0"": 0.5223181534229397, ""2.0"": 0.7584784574784564, ""4.0"": 0.8284004475336199}, ""traffic_cone"": {""0.5"": 0.48219278999800663, ""1.0"": 0.7346504839817504, ""2.0"": 0.8075225574272366, ""4.0"": 0.8075225574272366}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.28684001307170487, ""1.0"": 0.6743709913960709, ""2.0"": 0.7946713393699678, ""4.0"": 0.8136254851268848}}"
M1,1,camera_crash_back_10f,4441,7253,3260,3993,1181,0.7340689034001351,0.4494691851647594,0.5612894141798808,0.19218660135432114,209,37,0.17703349282296652,87,59,0.6781609195402298,0.7520974084545478,1.9073486328125e-06,0,0,0,1.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.3278297931917109, ""bus"": 0.4017867921778848, ""car"": 0.694061711217681, ""construction_vehicle"": 0.0, ""motorcycle"": 0.5289081093605784, ""pedestrian"": 0.543732023142212, ""traffic_cone"": 0.7016042445303323, ""trailer"": 0.0, ""truck"": 0.6357822059391149}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.1073891814831583, ""1.0"": 0.27080449424258685, ""2.0"": 0.4642679631035377, ""4.0"": 0.4688575339375609}, ""bus"": {""0.5"": 0.0990594589687727, ""1.0"": 0.28284157015632766, ""2.0"": 0.43635725069755, ""4.0"": 0.7888888888888891}, ""car"": {""0.5"": 0.40907525411423584, ""1.0"": 0.6511539708730464, ""2.0"": 0.8261575893233245, ""4.0"": 0.8898600305601171}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.13859958468594802, ""1.0"": 0.5275515848347145, ""2.0"": 0.655047695974024, ""4.0"": 0.7944335719476273}, ""pedestrian"": {""0.5"": 0.15758373031739903, ""1.0"": 0.485089182603733, ""2.0"": 0.7313160198591182, ""4.0"": 0.8009391597885978}, ""traffic_cone"": {""0.5"": 0.5373218824120201, ""1.0"": 0.6794407464825974, ""2.0"": 0.7948271746133561, ""4.0"": 0.7948271746133561}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.33908620667550887, ""1.0"": 0.6494613352679647, ""2.0"": 0.7673860646645684, ""4.0"": 0.7871952171484179}}"
M1,1,compound_fog_crash_10f,4441,7251,3232,4019,1209,0.7277640171132628,0.44573162322438287,0.569544314075222,0.19740274485772513,1398,280,0.20028612303290416,563,360,0.6394316163410302,0.690810547923529,1.9073486328125e-06,0,0,0,0.5,2,0,"{""barrier"": 0.0, ""bicycle"": 0.328834192557928, ""bus"": 0.3920749025393634, ""car"": 0.6915844651942467, ""construction_vehicle"": 0.0, ""motorcycle"": 0.47317588389569143, ""pedestrian"": 0.5312717419178979, ""traffic_cone"": 0.6284026862024885, ""trailer"": 0.0, ""truck"": 0.6287761762456879}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.10781365046345337, ""1.0"": 0.26860286357712815, ""2.0"": 0.4595707564766343, ""4.0"": 0.47934949971449636}, ""bus"": {""0.5"": 0.12290429505135389, ""1.0"": 0.32441757443718233, ""2.0"": 0.43208885178002826, ""4.0"": 0.688888888888889}, ""car"": {""0.5"": 0.39287928831254426, ""1.0"": 0.6594604512385838, ""2.0"": 0.8261858060368311, ""4.0"": 0.8878123151890274}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.16590810933261121, ""1.0"": 0.4041723090086422, ""2.0"": 0.5726950256400998, ""4.0"": 0.7499280916014125}, ""pedestrian"": {""0.5"": 0.15019268462649682, ""1.0"": 0.46367931052466477, ""2.0"": 0.7110199868940174, ""4.0"": 0.8001949856264128}, ""traffic_cone"": {""0.5"": 0.4496498307641982, ""1.0"": 0.5821473838321888, ""2.0"": 0.7346122505430994, ""4.0"": 0.7472012796704678}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.33461750366646764, ""1.0"": 0.6275710133549831, ""2.0"": 0.7629765385437401, ""4.0"": 0.7899396494175609}}"
M1,3,clean_no_corruption,4441,7403,3148,4255,1293,0.7088493582526458,0.42523301364311766,0.6294958619666801,0.2259500558312841,1,1,1.0,1,0,0.0,0.3823372737096621,9.5367431640625e-07,0,0,0,nan,0,0,"{""barrier"": 0.0, ""bicycle"": 0.2643833317045198, ""bus"": 0.6058083096908805, ""car"": 0.6077727730568308, ""construction_vehicle"": 0.0, ""motorcycle"": 0.41611616873009794, ""pedestrian"": 0.5170270344663923, ""traffic_cone"": 0.6107925856771795, ""trailer"": 0.0, ""truck"": 0.5212827123355408}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.1090459655027324, ""1.0"": 0.24710058439988217, ""2.0"": 0.3386580521975664, ""4.0"": 0.362728724717898}, ""bus"": {""0.5"": 0.18240105573438908, ""1.0"": 0.5846340698934008, ""2.0"": 0.706919233001117, ""4.0"": 0.9492788801346151}, ""car"": {""0.5"": 0.2525447911970478, ""1.0"": 0.5559266867381495, ""2.0"": 0.7673488862601087, ""4.0"": 0.855270728032017}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.07579871108902715, ""1.0"": 0.27993982893525604, ""2.0"": 0.5932723265155132, ""4.0"": 0.7154538083805955}, ""pedestrian"": {""0.5"": 0.1271603111675715, ""1.0"": 0.42950606692510634, ""2.0"": 0.7140849227863508, ""4.0"": 0.7973568369865407}, ""traffic_cone"": {""0.5"": 0.3451853208151313, ""1.0"": 0.6463064270153462, ""2.0"": 0.714853334884215, ""4.0"": 0.7368252599940256}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.174009058122511, ""1.0"": 0.41619587208563036, ""2.0"": 0.6918041381082517, ""4.0"": 0.8031217810257703}}"
M1,3,camera_crash_back_5f,4441,7384,3143,4241,1298,0.7077234857014186,0.42565005417118096,0.6289606896190554,0.22324182548222793,38,10,0.2631578947368421,28,19,0.6785714285714286,0.6714270153152747,9.5367431640625e-07,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.28325208374680205, ""bus"": 0.5207626605755004, ""car"": 0.6076150003573405, ""construction_vehicle"": 0.0, ""motorcycle"": 0.42729851750367515, ""pedestrian"": 0.5018076050130456, ""traffic_cone"": 0.640490029086223, ""trailer"": 0.0, ""truck"": 0.5515286489470322}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.1163076388999947, ""1.0"": 0.26448983914296303, ""2.0"": 0.3647946742589333, ""4.0"": 0.3874161826853172}, ""bus"": {""0.5"": 0.07692707211220993, ""1.0"": 0.4670321168088645, ""2.0"": 0.6221073263968001, ""4.0"": 0.916984126984127}, ""car"": {""0.5"": 0.2626748278248255, ""1.0"": 0.550694751419869, ""2.0"": 0.765400929273499, ""4.0"": 0.8516894929111688}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.06546356153752556, ""1.0"": 0.31196880634473795, ""2.0"": 0.5918267022805391, ""4.0"": 0.7399349998518979}, ""pedestrian"": {""0.5"": 0.11891506461586675, ""1.0"": 0.416493441629307, ""2.0"": 0.6911014009696274, ""4.0"": 0.7807205128373812}, ""traffic_cone"": {""0.5"": 0.45462557609085363, ""1.0"": 0.6180011433195186, ""2.0"": 0.7446666984672599, ""4.0"": 0.7446666984672599}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.2117338674172337, ""1.0"": 0.4932114622896177, ""2.0"": 0.7086645867399756, ""4.0"": 0.7925046793413021}}"
M1,3,camera_crash_back_10f,4441,7409,3105,4304,1336,0.6991668543120919,0.41908489674719934,0.621292480461017,0.21867097533304336,38,10,0.2631578947368421,28,19,0.6785714285714286,0.6704099584167489,1.9073486328125e-06,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.2954775010609606, ""bus"": 0.40104642221508174, ""car"": 0.6091680748073335, ""construction_vehicle"": 0.0, ""motorcycle"": 0.4117363658688654, ""pedestrian"": 0.48595377966627223, ""traffic_cone"": 0.608289230887019, ""trailer"": 0.0, ""truck"": 0.5124473826749634}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.11745570046924673, ""1.0"": 0.2782082370373779, ""2.0"": 0.3804030305734436, ""4.0"": 0.4058430361637741}, ""bus"": {""0.5"": 0.010822626296482507, ""1.0"": 0.27141316315009123, ""2.0"": 0.5406388742735763, ""4.0"": 0.7813110251401769}, ""car"": {""0.5"": 0.26122715520086026, ""1.0"": 0.5624095955510969, ""2.0"": 0.7651572599289129, ""4.0"": 0.847878288548464}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.07555577414090701, ""1.0"": 0.2583864017226592, ""2.0"": 0.5667881520356196, ""4.0"": 0.7462151355762758}, ""pedestrian"": {""0.5"": 0.11194478881667434, ""1.0"": 0.40443775137121885, ""2.0"": 0.6656211399551681, ""4.0"": 0.7618114385220276}, ""traffic_cone"": {""0.5"": 0.4634978474725402, ""1.0"": 0.5876524732961241, ""2.0"": 0.6860248252258604, ""4.0"": 0.6959817775535516}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.14024307449902484, ""1.0"": 0.40709639994990304, ""2.0"": 0.6965813448340893, ""4.0"": 0.8058687114168361}}"
M1,3,compound_fog_crash_10f,4441,7412,3050,4362,1391,0.6867822562485927,0.41149487317862926,0.6359492637807432,0.223644634126572,51,18,0.35294117647058826,28,16,0.5714285714285714,0.7341632620632333,9.5367431640625e-07,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.29161156527111687, ""bus"": 0.3817468521964789, ""car"": 0.5996728480878516, ""construction_vehicle"": 0.0, ""motorcycle"": 0.3480669694420015, ""pedestrian"": 0.4749757984533506, ""traffic_cone"": 0.6119470406187141, ""trailer"": 0.0, ""truck"": 0.5123136024120523}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.11651136556265396, ""1.0"": 0.2697464344140177, ""2.0"": 0.37701168058227713, ""4.0"": 0.40317678052551864}, ""bus"": {""0.5"": 0.012679854096520761, ""1.0"": 0.24206508203730426, ""2.0"": 0.49316477903602096, ""4.0"": 0.7790776936160697}, ""car"": {""0.5"": 0.24715546931553467, ""1.0"": 0.54409109925902, ""2.0"": 0.7590285471669428, ""4.0"": 0.8484162766099091}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.03894317734218103, ""1.0"": 0.2591714781645955, ""2.0"": 0.45533688292772256, ""4.0"": 0.6388163393335069}, ""pedestrian"": {""0.5"": 0.10620090240819713, ""1.0"": 0.3801363214683587, ""2.0"": 0.651056015490782, ""4.0"": 0.7625099544460644}, ""traffic_cone"": {""0.5"": 0.43498602987179186, ""1.0"": 0.5786120350390086, ""2.0"": 0.7105248684209119, ""4.0"": 0.7236652291431439}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.14350432403996694, ""1.0"": 0.3968281342142376, ""2.0"": 0.692999104188542, ""4.0"": 0.815922847205462}}"
M1,6,clean_no_corruption,4441,7384,3158,4226,1283,0.7111011033551002,0.42768147345612134,0.6191287084234952,0.23352778723226825,1,1,1.0,1,0,0.0,0.3403996196581178,9.5367431640625e-07,0,0,0,nan,0,0,"{""barrier"": 0.0, ""bicycle"": 0.22457998640737636, ""bus"": 0.6307013722909969, ""car"": 0.6152761314023273, ""construction_vehicle"": 0.0, ""motorcycle"": 0.40967990386105346, ""pedestrian"": 0.5088747603109072, ""traffic_cone"": 0.7052951251592097, ""trailer"": 0.0, ""truck"": 0.5347819191353494}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.02087325837987736, ""1.0"": 0.24929823832680562, ""2.0"": 0.3003584369345086, ""4.0"": 0.32779001198831387}, ""bus"": {""0.5"": 0.07079874190200987, ""1.0"": 0.6525234567901236, ""2.0"": 0.8086317817290015, ""4.0"": 0.9908515087428524}, ""car"": {""0.5"": 0.2736060458320677, ""1.0"": 0.560782589815898, ""2.0"": 0.7724991931821502, ""4.0"": 0.854216696779193}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.06480006059174293, ""1.0"": 0.2792208667541424, ""2.0"": 0.5824925675720272, ""4.0"": 0.7122061205263012}, ""pedestrian"": {""0.5"": 0.11274363534144537, ""1.0"": 0.41051405196961405, ""2.0"": 0.709826673750871, ""4.0"": 0.8024146801816983}, ""traffic_cone"": {""0.5"": 0.5102800635424136, ""1.0"": 0.7182485293721804, ""2.0"": 0.7867014977504462, ""4.0"": 0.8059504099717983}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.16207915518840407, ""1.0"": 0.437408234290291, ""2.0"": 0.7456142996751278, ""4.0"": 0.7940259873875749}}"
M1,6,camera_crash_back_5f,4441,7361,3144,4217,1297,0.707948660211664,0.4271158809944301,0.6232488742787431,0.245072936810064,46,11,0.2391304347826087,33,23,0.696969696969697,0.7692404629899687,9.5367431640625e-07,0,0,0,0.0,2,0,"{""barrier"": 0.0, ""bicycle"": 0.247212204198139, ""bus"": 0.5869751392630953, ""car"": 0.6115324960560207, ""construction_vehicle"": 0.0, ""motorcycle"": 0.4274712759262331, ""pedestrian"": 0.5042426686700531, ""traffic_cone"": 0.678968149318352, ""trailer"": 0.0, ""truck"": 0.5428702656629307}","{""barrier"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""bicycle"": {""0.5"": 0.02761987309139223, ""1.0"": 0.2743099239593102, ""2.0"": 0.33104879017595124, ""4.0"": 0.35587022956590236}, ""bus"": {""0.5"": 0.07388946409870324, ""1.0"": 0.5962123446019912, ""2.0"": 0.7702107712823034, ""4.0"": 0.9075879770693835}, ""car"": {""0.5"": 0.2666929219527053, ""1.0"": 0.5553254186169476, ""2.0"": 0.7709758447981871, ""4.0"": 0.8531357988562428}, ""construction_vehicle"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""motorcycle"": {""0.5"": 0.06489970863713436, ""1.0"": 0.33350060959721284, ""2.0"": 0.5845421726281763, ""4.0"": 0.7269426128424088}, ""pedestrian"": {""0.5"": 0.10351134254864504, ""1.0"": 0.4136907374232919, ""2.0"": 0.706664469344006, ""4.0"": 0.7931041253642696}, ""traffic_cone"": {""0.5"": 0.4631641088132662, ""1.0"": 0.6779301821724701, ""2.0"": 0.784194130154316, ""4.0"": 0.7905841761333559}, ""trailer"": {""0.5"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0, ""4.0"": 0.0}, ""truck"": {""0.5"": 0.18036118863942627, ""1.0"": 0.46603655708070285, ""2.0"": 0.7401542240249002, ""4.0"": 0.7849290929066937}}"
