effective_propagated_queries,frame_idx,high_to_low_score_scale,keep_to_defer,keep_to_recover,negative_ratio_mean,phase,positive_ratio_mean,protocol,strength_mean,variant
244,34,290,290,0,0.5930031515726972,clean,0.6155331611892071,clean,1.2259643366601731,n1_zero_shot
247,34,273,273,0,0.6306355557839237,clean,0.5927663162633975,clean,1.2727504144774542,n1_debug50
242,35,292,292,0,0.5747864378434886,clean,0.5951714116878285,clean,1.2180996055073208,n1_zero_shot
244,35,277,277,0,0.6146114424155933,clean,0.5751939353681328,clean,1.2674072761005826,n1_debug50
250,36,269,269,0,0.5775850539702297,clean,0.5904373630135288,clean,1.2324146551556057,n1_zero_shot
251,36,251,251,0,0.6171859507554807,clean,0.569694081470257,clean,1.282701196140713,n1_debug50
245,37,252,252,0,0.5834680466301586,clean,0.6022022647627832,clean,1.2361883690622117,n1_zero_shot
245,37,233,233,0,0.6165595190576806,clean,0.576800163420934,clean,1.2754087742169697,n1_debug50
248,38,275,275,0,0.5778924157572888,clean,0.6030800850335681,clean,1.2339604128731623,n1_zero_shot
248,38,264,264,0,0.6177270805350792,clean,0.5810541460291709,clean,1.27571559270223,n1_debug50
245,39,279,279,0,0.5889977294239161,clean,0.6090027209303968,clean,1.2434524075190225,n1_zero_shot
246,39,266,266,0,0.6242684767473134,clean,0.5776481833367128,clean,1.283761321173774,n1_debug50
0,0,121,121,0,0.7190384747432502,clean,0.7190384736048415,clean,1.0921917629241944,n1_zero_shot
0,0,116,116,0,0.7633406651132307,clean,0.6911489233913347,clean,1.12495338095559,n1_debug50
256,1,312,312,0,0.5786968919457132,clean,0.5786968920730388,clean,1.1730053199662103,n1_zero_shot
256,1,298,298,0,0.6139301756970424,clean,0.5562987104263556,clean,1.205907154613071,n1_debug50
214,2,277,277,0,0.5879589962687141,clean,0.6018046917473545,clean,1.165447833273146,n1_zero_shot
214,2,263,263,0,0.6225920884251103,clean,0.5772388981363067,clean,1.1993317362997267,n1_debug50
224,3,246,246,0,0.5788492557309762,clean,0.6003777632592395,clean,1.1822170763545565,n1_zero_shot
228,3,235,235,0,0.6161052864535819,clean,0.5768587326894077,clean,1.2252618538008795,n1_debug50
229,4,243,243,0,0.5935912891037752,clean,0.591008769928785,clean,1.2266430073314243,n1_zero_shot
231,4,234,234,0,0.6261216379679851,clean,0.5714849136535416,clean,1.2642113235261705,n1_debug50
240,5,241,241,0,0.6047038437549579,clean,0.6099591480280919,clean,1.280313798851437,n1_zero_shot
243,5,235,235,0,0.6406368630637838,clean,0.5811503313146489,clean,1.3257768768734401,n1_debug50
246,6,243,243,0,0.616596995762497,clean,0.6174622688360148,clean,1.3044084305233425,n1_zero_shot
245,6,234,234,0,0.6597252696470657,clean,0.6017918293596894,clean,1.349806654188368,n1_debug50
244,7,244,244,0,0.6112768969325947,clean,0.6044234445710331,clean,1.3063367282019722,n1_zero_shot
247,7,227,227,0,0.6444656868225302,clean,0.5777902389893717,clean,1.3536360422770182,n1_debug50
244,8,239,239,0,0.5885307185838834,clean,0.5909157631594291,clean,1.293841263188256,n1_zero_shot
248,8,224,224,0,0.6227568153344573,clean,0.5678121818214997,clean,1.3462190336651272,n1_debug50
245,9,273,273,0,0.6006056933026894,clean,0.6036579362697505,clean,1.2966898131370543,n1_zero_shot
247,9,267,267,0,0.6362383924912097,clean,0.5773420817115776,clean,1.345103128751119,n1_debug50
245,10,276,276,0,0.610330744779222,clean,0.6343145685713398,clean,1.322689442369673,n1_zero_shot
246,10,261,261,0,0.6494775715301214,clean,0.6095885718549773,clean,1.3703462629848056,n1_debug50
246,11,249,249,0,0.5968209731776776,clean,0.6092299651510134,clean,1.3155162292056612,n1_zero_shot
248,11,219,219,0,0.6306520994340604,clean,0.582537394929149,clean,1.361433635022905,n1_debug50
246,12,278,278,0,0.5895287200536729,clean,0.5967555675827713,clean,1.3120799729559156,n1_zero_shot
248,12,249,249,0,0.6228462726959767,clean,0.5748790164690784,clean,1.3653863374392192,n1_debug50
250,13,255,255,1,0.6017077412020952,clean,0.6061840150852359,clean,1.3141379933887058,n1_zero_shot
253,13,229,229,2,0.633543026273092,clean,0.5808528491059869,clean,1.3701949977874757,n1_debug50
248,14,227,227,0,0.6091683045795748,clean,0.6155315478081359,clean,1.3210549349255032,n1_zero_shot
247,14,213,213,0,0.640986941375733,clean,0.5885035017377291,clean,1.3702005338668823,n1_debug50
250,15,242,242,0,0.598556959225848,clean,0.5923070785317329,clean,1.299399200545417,n1_zero_shot
251,15,227,227,0,0.6360958172537081,clean,0.5729638358852265,clean,1.3518318475617304,n1_debug50
249,16,248,248,1,0.6025662878683504,clean,0.5929047401884322,clean,1.3199806388219197,n1_zero_shot
251,16,239,239,0,0.6339544756410813,clean,0.5719809623327852,clean,1.364495873981052,n1_debug50
249,17,225,225,0,0.5972474088850429,clean,0.5924124037556638,clean,1.3262967528237237,n1_zero_shot
249,17,208,208,0,0.6326485820026191,clean,0.5747409175126637,clean,1.3739021711879307,n1_debug50
250,18,207,207,0,0.6085437675874363,clean,0.604901091690477,clean,1.3680003134409586,n1_zero_shot
251,18,185,185,0,0.6466050012509602,clean,0.5834988079959939,clean,1.4194338274002076,n1_debug50
251,19,193,193,0,0.597818382457171,clean,0.6002518976242899,clean,1.3657283006774055,n1_zero_shot
253,19,182,182,0,0.6317758704338321,clean,0.5792769489808164,clean,1.4165508066283332,n1_debug50
252,20,208,208,0,0.5857487342548492,clean,0.6000774505465825,clean,1.369194326400757,n1_zero_shot
253,20,182,182,0,0.6220497012674954,clean,0.5821029358093857,clean,1.4257332682609558,n1_debug50
251,21,207,207,1,0.5855331788192323,clean,0.5970122864164459,clean,1.3714810983339945,n1_zero_shot
251,21,199,199,1,0.617655256808085,clean,0.5778760416429757,clean,1.4174765051735772,n1_debug50
253,22,220,220,0,0.5856139345704724,clean,0.5965700573895139,clean,1.3935181991259258,n1_zero_shot
255,22,220,220,0,0.6173121253855841,clean,0.5750467531553237,clean,1.4258042311668395,n1_debug50
251,23,220,220,0,0.5852833211173207,clean,0.6022963340639318,clean,1.3736450544993082,n1_zero_shot
251,23,216,216,0,0.6191113174701545,clean,0.5809049933268858,clean,1.4094470569822524,n1_debug50
249,24,210,210,0,0.5901973551161155,clean,0.6083531060536417,clean,1.3757177164819505,n1_zero_shot
250,24,205,205,0,0.6257064830210329,clean,0.5840021294393252,clean,1.4126047627131144,n1_debug50
254,25,191,191,0,0.589199860435615,clean,0.5996049570636233,clean,1.379367643462287,n1_zero_shot
253,25,189,189,0,0.6247589866484982,clean,0.580016443984521,clean,1.4189912184079487,n1_debug50
253,26,202,202,0,0.582947857917482,clean,0.6070864714977094,clean,1.3880052672492134,n1_zero_shot
253,26,193,193,0,0.6200559807879754,clean,0.583957696058203,clean,1.432022897137536,n1_debug50
253,27,199,199,0,0.590828792805487,clean,0.6074037879184014,clean,1.3984850494066874,n1_zero_shot
253,27,190,190,0,0.6267281937351628,clean,0.5870185716890067,clean,1.4433670319451226,n1_debug50
253,28,204,204,0,0.5823531354598355,clean,0.6016504607889311,clean,1.3858482411172655,n1_zero_shot
255,28,205,205,0,0.6196613249808438,clean,0.5765878493529042,clean,1.4273802344004314,n1_debug50
251,29,211,211,0,0.5894222746658851,clean,0.6073378593193287,clean,1.3906939249568515,n1_zero_shot
251,29,205,205,0,0.6307757314196356,clean,0.5821366623396387,clean,1.4402849062283833,n1_debug50
245,30,239,239,0,0.5930162558227006,clean,0.6069494817670361,clean,1.411426821814643,n1_zero_shot
247,30,224,224,0,0.6322682705163291,clean,0.5801491064526711,clean,1.4595393101374308,n1_debug50
247,31,215,215,0,0.5912157483930058,clean,0.6038823345203288,clean,1.4062887676556906,n1_zero_shot
247,31,204,204,0,0.630137291289533,clean,0.5804783623518288,clean,1.4538352847099305,n1_debug50
242,32,225,225,0,0.5955459060988766,clean,0.6207632505789291,clean,1.4131586501333449,n1_zero_shot
243,32,216,216,0,0.6315217097235156,clean,0.5950147318382241,clean,1.4532856723997327,n1_debug50
242,33,216,216,0,0.6009921861336311,clean,0.6218977739203801,clean,1.4029805286725363,n1_zero_shot
242,33,209,209,0,0.6362319615507247,clean,0.5954637122526958,clean,1.4395786619186401,n1_debug50
238,34,247,247,0,0.6109601356047475,clean,0.6353680781361245,clean,1.381853122446272,n1_zero_shot
240,34,233,233,0,0.6466994110707279,clean,0.6040635377372837,clean,1.4257988288667467,n1_debug50
237,35,248,248,0,0.6237453599457117,clean,0.6501440574293285,clean,1.3897426772117614,n1_zero_shot
237,35,227,227,0,0.6593530623768749,clean,0.6217171671728389,clean,1.4263201122813756,n1_debug50
242,36,226,226,0,0.630415641479853,clean,0.6400689305772895,clean,1.4067379760742187,n1_zero_shot
245,36,207,207,0,0.6648669236303648,clean,0.6105559784904632,clean,1.4505092244678073,n1_debug50
241,37,236,236,0,0.625190127116405,clean,0.6518694125397144,clean,1.4160585671001011,n1_zero_shot
245,37,224,224,0,0.6663851849143457,clean,0.6159600748324194,clean,1.4634039054976569,n1_debug50
246,38,206,206,1,0.6475761511056236,clean,0.6602719997898976,clean,1.4834488264719645,n1_zero_shot
248,38,189,189,1,0.6798748514864453,clean,0.6298042355346206,clean,1.5259960601064895,n1_debug50
251,39,209,209,0,0.654777724790052,clean,0.6682210673573749,clean,1.5283590751224094,n1_zero_shot
253,39,198,198,0,0.6848781694274321,clean,0.6406944369967177,clean,1.5594686651229859,n1_debug50
254,40,232,232,0,0.6541072077479152,clean,0.6512337172628431,clean,1.5302202084329393,n1_zero_shot
252,40,222,222,0,0.6901182672592353,clean,0.6292197803278483,clean,1.5692668957180447,n1_debug50
0,0,134,134,0,0.7199237726181471,pre_fault,0.7199237738060824,crash_5f,1.1113762460814582,n1_zero_shot
0,0,124,124,0,0.7604220538348426,pre_fault,0.6938682929372609,crash_5f,1.1434675614039103,n1_debug50
256,1,318,318,0,0.5783855456132789,pre_fault,0.5783855464806099,crash_5f,1.1823086584938898,n1_zero_shot
256,1,302,302,0,0.6113822344977349,pre_fault,0.5568561083505247,crash_5f,1.2158063051435684,n1_debug50
248,2,250,250,0,0.5807288143693724,pre_fault,0.5796241763618181,crash_5f,1.1860521467526755,n1_zero_shot
249,2,229,229,0,0.6153696229801687,pre_fault,0.5592368696128525,crash_5f,1.2281638161341348,n1_debug50
251,3,195,195,5,0.6747229472145434,fault,0.6760281613800201,crash_5f,0.9925654398070441,n1_zero_shot
251,3,184,184,5,0.6974431089727957,fault,0.6613655763942425,crash_5f,1.023744817574819,n1_debug50
251,4,177,177,4,0.6614710027759091,fault,0.6617759418760286,crash_5f,1.049431692759196,n1_zero_shot
252,4,166,166,4,0.6845533607432229,fault,0.6442193772563415,crash_5f,1.0831578363312615,n1_debug50
250,5,190,190,3,0.6653446982754846,fault,0.6622076555782691,crash_5f,1.0800651359558104,n1_zero_shot
253,5,179,179,3,0.6928313800804834,fault,0.6483341265857134,crash_5f,1.1170046583811442,n1_debug50
251,6,169,169,4,0.6747420586946242,fault,0.6686212804593198,crash_5f,1.0921656828456454,n1_zero_shot
250,6,157,157,6,0.6987369268141529,fault,0.6506563612585705,crash_5f,1.1208588955137464,n1_debug50
252,7,195,195,8,0.6803518109586292,fault,0.6785196737606106,crash_5f,1.1083199818929037,n1_zero_shot
253,7,182,182,6,0.7042185323633949,fault,0.6597116739843918,crash_5f,1.1385899737146166,n1_debug50
249,8,232,232,0,0.6040872419318157,recovery,0.6143005966010799,crash_5f,1.3296115424897936,n1_zero_shot
249,8,221,221,0,0.6366223786506775,recovery,0.5906897305998838,crash_5f,1.3690407225820753,n1_debug50
255,9,245,245,0,0.5943631174423419,recovery,0.5988994790576682,crash_5f,1.2625660051239862,n1_zero_shot
255,9,233,233,0,0.6276589228115971,recovery,0.5763173866379347,crash_5f,1.2952121578322517,n1_debug50
252,10,249,249,0,0.5937944401114466,recovery,0.6059518150427364,crash_5f,1.2562132951948377,n1_zero_shot
251,10,234,234,0,0.6259814157888417,recovery,0.5842512466109222,crash_5f,1.2880905066596138,n1_debug50
253,11,242,242,0,0.6012764993477375,recovery,0.6164701023491093,crash_5f,1.277547387017144,n1_zero_shot
254,11,229,229,0,0.6313675754830473,recovery,0.5858924948416236,crash_5f,1.3094342494010924,n1_debug50
250,12,276,276,0,0.601640935111849,recovery,0.6108234804780887,crash_5f,1.2723053987820943,n1_zero_shot
250,12,258,258,0,0.6364639749812523,recovery,0.588396263035533,crash_5f,1.3105893895361158,n1_debug50
253,13,255,255,0,0.5995454330239915,recovery,0.6046013522946773,crash_5f,1.2851551257239449,n1_zero_shot
254,13,245,245,0,0.6341971468027099,recovery,0.5822168448863273,crash_5f,1.3214089136653477,n1_debug50
248,14,285,285,0,0.5767011318715792,recovery,0.5913112862584223,crash_5f,1.2869119580586752,n1_zero_shot
248,14,263,263,0,0.6120787716856535,recovery,0.5705741449052899,crash_5f,1.327330317762163,n1_debug50
253,15,263,263,0,0.5797732332909424,recovery,0.5975480940678155,crash_5f,1.3119382781452602,n1_zero_shot
253,15,253,253,0,0.6131338241865306,recovery,0.5772978118387472,crash_5f,1.3497477242681715,n1_debug50
250,16,239,239,0,0.5699602668551412,recovery,0.597707390506025,crash_5f,1.3096092756589253,n1_zero_shot
249,16,233,233,0,0.6022247884559945,recovery,0.577178874406251,crash_5f,1.3450860007603964,n1_debug50
253,17,269,269,0,0.5698709830760628,recovery,0.5980277428532917,crash_5f,1.2986096387439303,n1_zero_shot
254,17,254,254,0,0.6006112823265042,recovery,0.5760567369562656,crash_5f,1.3364947311083475,n1_debug50
249,18,270,270,0,0.5710047442799954,recovery,0.5938330285454908,crash_5f,1.2892602671517266,n1_zero_shot
249,18,255,255,0,0.6022889411580519,recovery,0.5715754570259853,crash_5f,1.3305988264083863,n1_debug50
249,19,272,272,0,0.5624754899565705,recovery,0.5844299370750587,crash_5f,1.2689528626865811,n1_zero_shot
251,19,266,266,0,0.5962663561931928,recovery,0.5650474166741989,crash_5f,1.3094861019982231,n1_debug50
249,20,260,260,0,0.5690770691805939,recovery,0.5889068909962268,crash_5f,1.2697995413674248,n1_zero_shot
249,20,251,251,0,0.5996022591472466,recovery,0.5675447237146931,crash_5f,1.3038491071595086,n1_debug50
248,21,286,286,0,0.5741429614825271,recovery,0.5869069882207418,crash_5f,1.2603150765101114,n1_zero_shot
250,21,273,273,0,0.6045486590156858,recovery,0.5678757389500797,crash_5f,1.2968177620569865,n1_debug50
250,22,285,285,0,0.574804323825093,recovery,0.5949316982804207,crash_5f,1.2549648674329121,n1_zero_shot
249,22,278,278,0,0.6050374979882369,recovery,0.574394965612193,crash_5f,1.2864199097951252,n1_debug50
249,23,294,294,0,0.5729356566731388,recovery,0.6029846523957235,crash_5f,1.2394503773583305,n1_zero_shot
252,23,285,285,0,0.6029780168090264,recovery,0.5773053347906371,crash_5f,1.2824055075645446,n1_debug50
250,24,292,292,0,0.5708530962524105,recovery,0.5997507019016336,crash_5f,1.2393892526626586,n1_zero_shot
248,24,288,288,0,0.602581205796365,recovery,0.5831908762597386,crash_5f,1.2713700111707051,n1_debug50
246,25,289,289,0,0.5611328958569854,recovery,0.594477686318739,crash_5f,1.2060829178492227,n1_zero_shot
249,25,282,282,0,0.5926902803148971,recovery,0.571060811643192,crash_5f,1.2428611010975308,n1_debug50
247,26,291,291,0,0.5696140133633398,recovery,0.5948957290652799,crash_5f,1.217048663298289,n1_zero_shot
244,26,285,285,0,0.6034234600904256,recovery,0.5790918360893582,crash_5f,1.2459409726990593,n1_debug50
244,27,286,286,0,0.5715286025205314,recovery,0.5956525324308714,crash_5f,1.2220049818356833,n1_zero_shot
247,27,282,282,0,0.6009077749366982,recovery,0.5663179208482497,crash_5f,1.2452857703632778,n1_debug50
246,28,287,287,0,0.5630466598994264,recovery,0.5905638667966467,crash_5f,1.1831439847416347,n1_zero_shot
244,28,280,280,0,0.5950445659332685,recovery,0.5733903202050474,crash_5f,1.2115647506713867,n1_debug50
243,29,306,306,0,0.5715942864804776,recovery,0.5907628648595391,crash_5f,1.1977710988786485,n1_zero_shot
244,29,296,296,0,0.5991279820286819,recovery,0.5628833316890829,crash_5f,1.2227882446183098,n1_debug50
243,30,294,294,0,0.5683863616328014,recovery,0.5873103929987922,crash_5f,1.1800638079643249,n1_zero_shot
241,30,280,280,0,0.6041545383651273,recovery,0.5681578049671038,crash_5f,1.219264059861501,n1_debug50
234,31,305,305,0,0.582407007526341,recovery,0.5995834490430818,crash_5f,1.2034171896510655,n1_zero_shot
239,31,288,288,0,0.6173616250734393,recovery,0.5723294493643863,crash_5f,1.2522783080736797,n1_debug50
235,32,266,266,0,0.5843175400068435,recovery,0.6082886630982501,crash_5f,1.18665309826533,n1_zero_shot
237,32,250,250,0,0.619529999122442,recovery,0.5878230969655767,crash_5f,1.237005223168267,n1_debug50
238,33,281,281,0,0.5847571270309914,recovery,0.5968821354178172,crash_5f,1.2086931048499214,n1_zero_shot
242,33,269,269,0,0.6166735663354934,recovery,0.5756281717753864,crash_5f,1.2537062215805053,n1_debug50
246,34,282,282,0,0.5979068937788068,recovery,0.6082296442738757,crash_5f,1.2304858838187325,n1_zero_shot
247,34,270,270,0,0.6279390824213694,recovery,0.5890025525632707,crash_5f,1.277320855723487,n1_debug50
242,35,292,292,0,0.5825395715713511,recovery,0.5919720620120044,crash_5f,1.2237396823035347,n1_zero_shot
245,35,280,280,0,0.610102057374022,recovery,0.5761447357889645,crash_5f,1.2672235888904995,n1_debug50
251,36,272,272,0,0.5828944014646706,recovery,0.5820513821903115,crash_5f,1.2368226173188952,n1_zero_shot
251,36,255,255,0,0.6133561971168248,recovery,0.5653683034031926,crash_5f,1.2818705534934998,n1_debug50
244,37,252,252,0,0.5832837382288775,recovery,0.5943180467300181,crash_5f,1.2294605988926357,n1_zero_shot
247,37,239,239,0,0.6148638429415909,recovery,0.5739280860694607,crash_5f,1.2731870537334018,n1_debug50
249,38,276,276,0,0.5809306671975709,recovery,0.6017621629518842,crash_5f,1.2318736068407694,n1_zero_shot
250,38,264,264,0,0.6147359231453396,recovery,0.5809449330569781,crash_5f,1.273868128988478,n1_debug50
244,39,279,279,0,0.5856710173941747,recovery,0.6043555507846307,crash_5f,1.2340831004248725,n1_zero_shot
245,39,266,266,0,0.6226680566630272,recovery,0.5783443096978319,crash_5f,1.2808454394340516,n1_debug50
0,0,121,121,0,0.7190384747432502,pre_fault,0.7190384736048415,crash_5f,1.0921917629241944,n1_zero_shot
0,0,116,116,0,0.7633406651132307,pre_fault,0.6911489233913347,crash_5f,1.12495338095559,n1_debug50
256,1,312,312,0,0.5786968919457132,pre_fault,0.5786968920730388,crash_5f,1.1730053199662103,n1_zero_shot
256,1,298,298,0,0.6139301756970424,pre_fault,0.5562987104263556,crash_5f,1.205907154613071,n1_debug50
214,2,277,277,0,0.5879589962687141,pre_fault,0.6018046917473545,crash_5f,1.165447833273146,n1_zero_shot
214,2,263,263,0,0.6225920884251103,pre_fault,0.5772388981363067,crash_5f,1.1993317362997267,n1_debug50
224,3,180,180,18,0.6622190898645846,fault,0.6746184854330013,crash_5f,0.9313669994142321,n1_zero_shot
228,3,173,173,15,0.6943411359088907,fault,0.6632303489573097,crash_5f,0.9652821286519369,n1_debug50
208,4,188,188,16,0.6847955277940616,fault,0.6901759098667738,crash_5f,0.941533563931783,n1_zero_shot
208,4,174,174,20,0.7075981386691766,fault,0.6753551850323729,crash_5f,0.9708387886153327,n1_debug50
213,5,192,192,12,0.6556966145557991,fault,0.6612799724218831,crash_5f,0.977901484436459,n1_zero_shot
211,5,194,194,10,0.6802747256483707,fault,0.6443124812436692,crash_5f,1.0042931691805521,n1_debug50
222,6,192,192,13,0.6587632365359543,fault,0.6613662813460811,crash_5f,1.0070189123683506,n1_zero_shot
223,6,186,186,13,0.6799928889974493,fault,0.6431279301920452,crash_5f,1.0402125181092157,n1_debug50
234,7,208,208,1,0.6536221377917187,fault,0.6530576212081468,crash_5f,1.0364619657728407,n1_zero_shot
236,7,197,197,1,0.6805426335167045,fault,0.6372176245270131,crash_5f,1.0736954871813456,n1_debug50
224,8,242,242,0,0.5924159898790397,recovery,0.6190130474009051,crash_5f,1.2769545563062032,n1_zero_shot
225,8,223,223,0,0.6279121527519211,recovery,0.5943305776409318,crash_5f,1.3232660823398166,n1_debug50
247,9,283,283,0,0.5999373994445134,recovery,0.6239395499223295,crash_5f,1.2884363600942823,n1_zero_shot
249,9,271,271,0,0.6377098757429076,recovery,0.5979769748216067,crash_5f,1.3382894195450676,n1_debug50
239,10,278,278,0,0.6029398246346803,recovery,0.6367662234786057,crash_5f,1.306995680862003,n1_zero_shot
242,10,262,262,0,0.6413326309790385,recovery,0.6072951109182632,crash_5f,1.3553524865044488,n1_debug50
