effective_propagated_queries,frame_idx,high_to_low_score_scale,keep_to_defer,keep_to_recover,negative_ratio_mean,phase,positive_ratio_mean,protocol,strength_mean,variant
244,11,235,235,0,0.6034687925478943,recovery,0.6191161666936379,crash_5f,1.3243091215027702,n1_zero_shot
247,11,217,217,0,0.6381941692709936,recovery,0.5887408983070412,crash_5f,1.3697038141886393,n1_debug50
247,12,275,275,0,0.5911863887928127,recovery,0.6014662216636565,crash_5f,1.323031289577484,n1_zero_shot
248,12,248,248,0,0.6272118252414227,recovery,0.5790525145402869,crash_5f,1.370334377023909,n1_debug50
250,13,251,251,2,0.6060677773314531,recovery,0.6056086110643522,crash_5f,1.3250580814149644,n1_zero_shot
251,13,234,234,2,0.6395539690664986,recovery,0.5761228293790825,crash_5f,1.3711157743136089,n1_debug50
248,14,223,223,0,0.610404525008355,recovery,0.6126730272706944,crash_5f,1.3271320417192247,n1_zero_shot
248,14,206,206,0,0.6450106591519124,recovery,0.5853476209708487,crash_5f,1.3701532700326708,n1_debug50
250,15,240,240,0,0.6050364618392887,recovery,0.5919166525563608,crash_5f,1.3060340658823648,n1_zero_shot
250,15,229,229,0,0.6393992276630964,recovery,0.5688671224058013,crash_5f,1.350070336924659,n1_debug50
248,16,248,248,0,0.6025351368086902,recovery,0.5934006999922063,crash_5f,1.3197153390778436,n1_zero_shot
250,16,235,235,0,0.6401543358407059,recovery,0.5699133718675189,crash_5f,1.3666180255677964,n1_debug50
249,17,225,225,0,0.6016071136630603,recovery,0.59543975176664,crash_5f,1.3351834048165216,n1_zero_shot
246,17,212,212,0,0.630824047068326,recovery,0.5691748779364834,crash_5f,1.3714444613456727,n1_debug50
250,18,204,204,0,0.6117973711169751,recovery,0.6071073657890247,crash_5f,1.3817785069677564,n1_zero_shot
250,18,192,192,0,0.6468181615411631,recovery,0.587436914207039,crash_5f,1.420779096285502,n1_debug50
253,19,182,182,0,0.6020696444874356,recovery,0.6024986623482862,crash_5f,1.3868891580899556,n1_zero_shot
252,19,180,180,0,0.6340545593574003,recovery,0.5796116727659462,crash_5f,1.4158054667048985,n1_debug50
253,20,202,202,0,0.5891581646233345,recovery,0.6017918066060646,crash_5f,1.3855038179291619,n1_zero_shot
252,20,186,186,0,0.6234706782296194,recovery,0.5828516606049474,crash_5f,1.4269736840989855,n1_debug50
253,21,203,203,1,0.586566273376974,recovery,0.6005761740782722,crash_5f,1.382591827975379,n1_zero_shot
252,21,202,202,1,0.6180504944897638,recovery,0.5769718030721679,crash_5f,1.4106390261650086,n1_debug50
254,22,221,221,0,0.5834887362740366,recovery,0.6002537771305861,crash_5f,1.3956386793984308,n1_zero_shot
252,22,220,220,0,0.6135641401210228,recovery,0.5810378596914785,crash_5f,1.4257591766781277,n1_debug50
253,23,220,220,0,0.5852716320407662,recovery,0.6036749864196126,crash_5f,1.3784087374475267,n1_zero_shot
252,23,217,217,0,0.6180666396288123,recovery,0.5854178659455122,crash_5f,1.410504137939877,n1_debug50
250,24,214,214,0,0.5909299548109763,recovery,0.6061031071141809,crash_5f,1.3792549671067131,n1_zero_shot
247,24,208,208,0,0.6239783423308631,recovery,0.5887446925820083,crash_5f,1.4135245392057632,n1_debug50
253,25,188,188,0,0.5900932328609575,recovery,0.6040476506916604,crash_5f,1.385219125482771,n1_zero_shot
254,25,183,183,0,0.6242542570732148,recovery,0.5827936380300351,crash_5f,1.4223677974277074,n1_debug50
254,26,204,204,0,0.5864501848665122,recovery,0.6075732810274359,crash_5f,1.3963857044114008,n1_zero_shot
254,26,199,199,0,0.6178944071820123,recovery,0.5842286929046133,crash_5f,1.4256847680939568,n1_debug50
252,27,201,201,0,0.5880008608309185,recovery,0.610482974638545,crash_5f,1.4050251433584424,n1_zero_shot
253,27,188,188,0,0.6231686462885905,recovery,0.586539988397178,crash_5f,1.442588509718577,n1_debug50
255,28,205,205,0,0.5831749603260404,recovery,0.5981934087407382,crash_5f,1.3954606130388048,n1_zero_shot
255,28,199,199,0,0.6184503306863135,recovery,0.5745847439546276,crash_5f,1.4301369563738504,n1_debug50
251,29,211,211,0,0.5934360538793665,recovery,0.6068223490556924,crash_5f,1.4019433863957722,n1_zero_shot
251,29,203,203,0,0.6313389059882848,recovery,0.5840039874546109,crash_5f,1.4411740401056077,n1_debug50
246,30,233,233,0,0.5960741144077853,recovery,0.6073970468818711,crash_5f,1.4249695936838787,n1_zero_shot
247,30,226,226,0,0.6313717771202381,recovery,0.5809913835603083,crash_5f,1.4615947564442953,n1_debug50
248,31,211,211,0,0.5958779944062164,recovery,0.6051005066408349,crash_5f,1.4200600184334649,n1_zero_shot
247,31,202,202,0,0.631411896567693,recovery,0.5798627539517403,crash_5f,1.4563377928733825,n1_debug50
244,32,223,223,0,0.5966479118381255,recovery,0.620861235202131,crash_5f,1.4237210194269816,n1_zero_shot
244,32,217,217,0,0.6294895932806703,recovery,0.5932244786751805,crash_5f,1.4545396863089668,n1_debug50
243,33,210,210,0,0.6021526877434098,recovery,0.6244788979534234,crash_5f,1.4173921701643202,n1_zero_shot
244,33,208,208,0,0.6355404579635725,recovery,0.5949949321966357,crash_5f,1.4449569188223945,n1_debug50
239,34,241,241,0,0.6122626387140561,recovery,0.6342822580675848,crash_5f,1.3968482995033265,n1_zero_shot
240,34,232,232,0,0.6448363009863475,recovery,0.6031933349969576,crash_5f,1.4254577355914646,n1_debug50
237,35,241,241,0,0.6243832006784434,recovery,0.6473122415838073,crash_5f,1.3962858380211725,n1_zero_shot
238,35,229,229,0,0.6594730314922821,recovery,0.6206623958190889,crash_5f,1.4302251972092523,n1_debug50
245,36,223,223,0,0.6278624078624658,recovery,0.6373121938247539,crash_5f,1.4122439532809787,n1_zero_shot
245,36,207,207,0,0.6641300035208894,recovery,0.6107867770145922,crash_5f,1.4548834625879923,n1_debug50
242,37,236,236,0,0.6441408854756678,recovery,0.656992340097679,crash_5f,1.4216044333246018,n1_zero_shot
245,37,222,222,0,0.68360967236805,recovery,0.625385665111361,crash_5f,1.4704423660702175,n1_debug50
245,38,207,207,1,0.6478434429986193,recovery,0.6631994132895129,crash_5f,1.4879629294077554,n1_zero_shot
247,38,190,190,1,0.6813083782209485,recovery,0.6340009322078292,crash_5f,1.531125131977929,n1_debug50
251,39,209,209,0,0.6580875429303111,recovery,0.6717863532386749,crash_5f,1.533181324534946,n1_zero_shot
253,39,197,197,0,0.6853248717370597,recovery,0.6451698863760541,crash_5f,1.5662425332599217,n1_debug50
253,40,233,233,0,0.6552300879046478,recovery,0.6538908838038756,crash_5f,1.5373665279812283,n1_zero_shot
253,40,222,222,0,0.6905324800737682,recovery,0.6298983289850417,crash_5f,1.5806623469458685,n1_debug50
0,0,134,134,0,0.7199237726181471,pre_fault,0.7199237738060824,crash_10f,1.1113762460814582,n1_zero_shot
0,0,124,124,0,0.7604220538348426,pre_fault,0.6938682929372609,crash_10f,1.1434675614039103,n1_debug50
256,1,318,318,0,0.5783855456132789,pre_fault,0.5783855464806099,crash_10f,1.1823086584938898,n1_zero_shot
256,1,302,302,0,0.6113822344977349,pre_fault,0.5568561083505247,crash_10f,1.2158063051435684,n1_debug50
248,2,250,250,0,0.5807288143693724,pre_fault,0.5796241763618181,crash_10f,1.1860521467526755,n1_zero_shot
249,2,229,229,0,0.6153696229801687,pre_fault,0.5592368696128525,crash_10f,1.2281638161341348,n1_debug50
251,3,195,195,5,0.6747229472145434,fault,0.6760281613800201,crash_10f,0.9925654398070441,n1_zero_shot
251,3,184,184,5,0.6974431089727957,fault,0.6613655763942425,crash_10f,1.023744817574819,n1_debug50
251,4,177,177,4,0.6614710027759091,fault,0.6617759418760286,crash_10f,1.049431692759196,n1_zero_shot
252,4,166,166,4,0.6845533607432229,fault,0.6442193772563415,crash_10f,1.0831578363312615,n1_debug50
250,5,190,190,3,0.6653446982754846,fault,0.6622076555782691,crash_10f,1.0800651359558104,n1_zero_shot
253,5,179,179,3,0.6928313800804834,fault,0.6483341265857134,crash_10f,1.1170046583811442,n1_debug50
251,6,169,169,4,0.6747420586946242,fault,0.6686212804593198,crash_10f,1.0921656828456454,n1_zero_shot
250,6,157,157,6,0.6987369268141529,fault,0.6506563612585705,crash_10f,1.1208588955137464,n1_debug50
252,7,195,195,8,0.6803518109586292,fault,0.6785196737606106,crash_10f,1.1083199818929037,n1_zero_shot
253,7,182,182,6,0.7042185323633949,fault,0.6597116739843918,crash_10f,1.1385899737146166,n1_debug50
249,8,197,197,6,0.6713779362902534,fault,0.6708824929925161,crash_10f,1.0896476062138876,n1_zero_shot
249,8,185,185,6,0.6944487009329186,fault,0.6520406898663147,crash_10f,1.1210636274019876,n1_debug50
243,9,188,188,3,0.6620569205666447,fault,0.6581040016051737,crash_10f,1.054617340564728,n1_zero_shot
242,9,190,190,3,0.6848858670472462,fault,0.6419572264480461,crash_10f,1.0702673382229275,n1_debug50
238,10,200,200,5,0.6759874988057545,fault,0.6873859642052432,crash_10f,1.0509665770000882,n1_zero_shot
238,10,196,196,4,0.7001397827152184,fault,0.665432813568707,crash_10f,1.0717110138469272,n1_debug50
226,11,186,186,13,0.6832627738996362,fault,0.6915773616154292,crash_10f,1.0013751135932074,n1_zero_shot
227,11,184,184,8,0.7022434757552537,fault,0.6717574462140252,crash_10f,1.0280479510625204,n1_debug50
200,12,207,207,19,0.683687112452904,fault,0.7011651436646891,crash_10f,0.9541637910736932,n1_zero_shot
200,12,194,194,21,0.7034068193554281,fault,0.6749955489741643,crash_10f,0.976726643509335,n1_debug50
199,13,241,241,0,0.6481991036067779,recovery,0.6563622245979301,crash_10f,1.2736817412906223,n1_zero_shot
195,13,231,231,0,0.6859259970541893,recovery,0.6319478490632356,crash_10f,1.3053607765833537,n1_debug50
252,14,280,280,0,0.5825117760287143,recovery,0.6068661129410301,crash_10f,1.2930879357126024,n1_zero_shot
251,14,264,264,0,0.6167529101249969,recovery,0.5857414294301524,crash_10f,1.325738268163469,n1_debug50
254,15,267,267,0,0.5807338923804858,recovery,0.6095583979233915,crash_10f,1.3149509472317167,n1_zero_shot
253,15,254,254,0,0.6117313165579296,recovery,0.5857404895210947,crash_10f,1.348358878294627,n1_debug50
249,16,247,247,0,0.5674644321605701,recovery,0.6037133937705255,crash_10f,1.2952204158571032,n1_zero_shot
249,16,234,234,0,0.6023411974677788,recovery,0.5818936324232092,crash_10f,1.3352221229341295,n1_debug50
252,17,255,255,0,0.5709624937027763,recovery,0.593829423033215,crash_10f,1.2975878553920321,n1_zero_shot
253,17,242,242,0,0.6033317824685256,recovery,0.5715131508648291,crash_10f,1.332703587214152,n1_debug50
250,18,264,264,0,0.5725517739534819,recovery,0.5900487255291884,crash_10f,1.2886200515429178,n1_zero_shot
248,18,254,254,0,0.6039461641514804,recovery,0.5661779912659187,crash_10f,1.3230656962924534,n1_debug50
248,19,273,273,0,0.5658846302715097,recovery,0.5814176784288165,crash_10f,1.2663489683469136,n1_zero_shot
248,19,261,261,0,0.6001445892266989,recovery,0.5607652257961805,crash_10f,1.308613163365258,n1_debug50
249,20,265,265,0,0.5711006021511523,recovery,0.590210915859608,crash_10f,1.2663634289635552,n1_zero_shot
249,20,250,250,0,0.603847047918357,recovery,0.5675265072733101,crash_10f,1.3101286877526177,n1_debug50
247,21,291,291,0,0.5737259031510201,recovery,0.5907448776129227,crash_10f,1.2517463273472256,n1_zero_shot
247,21,274,274,0,0.6092653565161709,recovery,0.5700873734380463,crash_10f,1.29899671792984,n1_debug50
250,22,280,280,0,0.5745138751541194,recovery,0.5978236903755038,crash_10f,1.2490821997324626,n1_zero_shot
250,22,270,270,0,0.6073515507919639,recovery,0.5765822948607332,crash_10f,1.2919660772217645,n1_debug50
250,23,295,295,0,0.5740247590789682,recovery,0.5990342590239529,crash_10f,1.24015460729599,n1_zero_shot
248,23,286,286,0,0.6098719557924698,recovery,0.5791193771325126,crash_10f,1.2788284969329835,n1_debug50
248,24,300,300,0,0.5708227450242683,recovery,0.6081141324849457,crash_10f,1.2331159477763707,n1_zero_shot
249,24,289,289,0,0.6045145780612898,recovery,0.5779073602462856,crash_10f,1.265819356441498,n1_debug50
249,25,287,287,0,0.561733099953207,recovery,0.5961897901892638,crash_10f,1.2064329669210645,n1_zero_shot
249,25,281,281,0,0.5954332223671672,recovery,0.5703449637336256,crash_10f,1.2392759958902995,n1_debug50
245,26,291,291,0,0.5675496339868608,recovery,0.6072798947984653,crash_10f,1.2087889870007833,n1_zero_shot
247,26,281,281,0,0.6030293778807908,recovery,0.5788746655763006,crash_10f,1.249479288260142,n1_debug50
247,27,295,295,0,0.5643778606071721,recovery,0.59244107853068,crash_10f,1.2112326590220133,n1_zero_shot
246,27,282,282,0,0.6018364557708871,recovery,0.571479047901614,crash_10f,1.2552972677018908,n1_debug50
244,28,284,284,0,0.5613614062716117,recovery,0.6008924511054651,crash_10f,1.1834162661764356,n1_zero_shot
245,28,280,280,0,0.594212165588171,recovery,0.5679616381860088,crash_10f,1.2186349497901068,n1_debug50
248,29,308,308,0,0.5603509862163623,recovery,0.5847371918307911,crash_10f,1.1917077289687263,n1_zero_shot
244,29,295,295,0,0.5977057834918517,recovery,0.5668411409705741,crash_10f,1.229084718492296,n1_debug50
242,30,291,291,0,0.5668444495871467,recovery,0.5915048231775116,crash_10f,1.185659629503886,n1_zero_shot
242,30,282,282,0,0.6041167534232237,recovery,0.5690240927976621,crash_10f,1.221884045600891,n1_debug50
240,31,299,299,0,0.5793423911599348,recovery,0.59341177098102,crash_10f,1.2072095937199063,n1_zero_shot
236,31,291,291,0,0.6177365005889456,recovery,0.5757864485040702,crash_10f,1.2521829602453445,n1_debug50
236,32,263,263,0,0.5950929877496222,recovery,0.6286854001048093,crash_10f,1.1911144693692526,n1_zero_shot
236,32,255,255,0,0.6317990366201919,recovery,0.6007244174756735,crash_10f,1.2340175218052334,n1_debug50
240,33,281,281,0,0.5823672620766418,recovery,0.5993740270628748,crash_10f,1.2108408204714458,n1_zero_shot
239,33,270,270,0,0.6197088954860194,recovery,0.5778779078620349,crash_10f,1.2554713087611729,n1_debug50
245,34,284,284,0,0.5957900015143711,recovery,0.614253010437415,crash_10f,1.234335695637597,n1_zero_shot
247,34,272,272,0,0.6310986207818031,recovery,0.5864927626476432,crash_10f,1.2784956341319613,n1_debug50
243,35,290,290,0,0.57931418870829,recovery,0.5965846760376047,crash_10f,1.2257212424278259,n1_zero_shot
244,35,280,280,0,0.6128966036308089,recovery,0.5761016773286998,crash_10f,1.2695561377207438,n1_debug50
250,36,270,270,0,0.5839870384026087,recovery,0.589037904362819,crash_10f,1.2438284534878201,n1_zero_shot
251,36,254,254,0,0.6141754825230712,recovery,0.5686874786762848,crash_10f,1.2817533580462137,n1_debug50
245,37,251,251,0,0.5831311984132842,recovery,0.5991216388121786,crash_10f,1.237102828555637,n1_zero_shot
245,37,240,240,0,0.6167358795335491,recovery,0.5750682072393369,crash_10f,1.2741197029749551,n1_debug50
247,38,279,279,0,0.5808236128044298,recovery,0.6032141720703715,crash_10f,1.2341178573502434,n1_zero_shot
248,38,267,267,0,0.6153835135494521,recovery,0.5795077483936945,crash_10f,1.2730620948473612,n1_debug50
245,39,277,277,0,0.5882719635054946,recovery,0.6059311697978372,crash_10f,1.2417146200603908,n1_zero_shot
246,39,267,267,0,0.6231688854104172,recovery,0.5746718819412251,crash_10f,1.2802688381406997,n1_debug50
0,0,121,121,0,0.7190384747432502,pre_fault,0.7190384736048415,crash_10f,1.0921917629241944,n1_zero_shot
0,0,116,116,0,0.7633406651132307,pre_fault,0.6911489233913347,crash_10f,1.12495338095559,n1_debug50
256,1,312,312,0,0.5786968919457132,pre_fault,0.5786968920730388,crash_10f,1.1730053199662103,n1_zero_shot
256,1,298,298,0,0.6139301756970424,pre_fault,0.5562987104263556,crash_10f,1.205907154613071,n1_debug50
214,2,277,277,0,0.5879589962687141,pre_fault,0.6018046917473545,crash_10f,1.165447833273146,n1_zero_shot
214,2,263,263,0,0.6225920884251103,pre_fault,0.5772388981363067,crash_10f,1.1993317362997267,n1_debug50
224,3,180,180,18,0.6622190898645846,fault,0.6746184854330013,crash_10f,0.9313669994142321,n1_zero_shot
228,3,173,173,15,0.6943411359088907,fault,0.6632303489573097,crash_10f,0.9652821286519369,n1_debug50
208,4,188,188,16,0.6847955277940616,fault,0.6901759098667738,crash_10f,0.941533563931783,n1_zero_shot
208,4,174,174,20,0.7075981386691766,fault,0.6753551850323729,crash_10f,0.9708387886153327,n1_debug50
213,5,192,192,12,0.6556966145557991,fault,0.6612799724218831,crash_10f,0.977901484436459,n1_zero_shot
211,5,194,194,10,0.6802747256483707,fault,0.6443124812436692,crash_10f,1.0042931691805521,n1_debug50
222,6,192,192,13,0.6587632365359543,fault,0.6613662813460811,crash_10f,1.0070189123683506,n1_zero_shot
223,6,186,186,13,0.6799928889974493,fault,0.6431279301920452,crash_10f,1.0402125181092157,n1_debug50
234,7,208,208,1,0.6536221377917187,fault,0.6530576212081468,crash_10f,1.0364619657728407,n1_zero_shot
236,7,197,197,1,0.6805426335167045,fault,0.6372176245270131,crash_10f,1.0736954871813456,n1_debug50
224,8,205,205,2,0.6442275073785532,fault,0.6512240958946878,crash_10f,1.0107744211620755,n1_zero_shot
225,8,193,193,2,0.6715280773045745,fault,0.6360976208777722,crash_10f,1.0483777104483711,n1_debug50
211,9,230,230,1,0.6517995115189559,fault,0.6646310023997303,crash_10f,1.0150973425971137,n1_zero_shot
215,9,212,212,1,0.6818100720520873,fault,0.6504763089775121,crash_10f,1.0586927300029332,n1_debug50
227,10,220,220,2,0.6467532038615731,fault,0.6671973109174834,crash_10f,1.0648164815372891,n1_zero_shot
230,10,201,201,2,0.6777709759154964,fault,0.6485163273738845,crash_10f,1.109455930656857,n1_debug50
235,11,191,191,1,0.6604425565153225,fault,0.6762834411901584,crash_10f,1.0713462217648824,n1_zero_shot
244,11,178,178,1,0.6842189317066139,fault,0.6543019826670293,crash_10f,1.12715193245146,n1_debug50
227,12,209,209,1,0.6423675651394666,fault,0.6606560188491639,crash_10f,1.0638203038109673,n1_zero_shot
235,12,195,195,1,0.6695299938754824,fault,0.6436673184584019,crash_10f,1.1115751462512546,n1_debug50
235,13,229,229,2,0.6218458340937824,recovery,0.6276008787721677,crash_10f,1.336335581673516,n1_zero_shot
238,13,204,204,2,0.6517277938837651,recovery,0.597461374808433,crash_10f,1.3766491140259636,n1_debug50
247,14,227,227,0,0.6169959736045737,recovery,0.6150403916993452,crash_10f,1.339478304386139,n1_zero_shot
250,14,207,207,0,0.6477213726914015,recovery,0.5843031113602695,crash_10f,1.3794000940852695,n1_debug50
248,15,238,238,0,0.6071893914293838,recovery,0.6014385302635485,crash_10f,1.314500437312656,n1_zero_shot
251,15,226,226,0,0.6388446585605428,recovery,0.5742334850722528,crash_10f,1.35696683883667,n1_debug50
249,16,248,248,0,0.6051806880589465,recovery,0.5975206104374436,crash_10f,1.3252499161826239,n1_zero_shot
251,16,236,236,0,0.6364523237412358,recovery,0.5703916306994289,crash_10f,1.3658044502470228,n1_debug50
249,17,223,223,0,0.6012350744420407,recovery,0.5996107529278081,crash_10f,1.335208953751458,n1_zero_shot
249,17,205,205,0,0.6365832900281718,recovery,0.5741427921172146,crash_10f,1.3753438766797383,n1_debug50
251,18,203,203,0,0.6103290667938428,recovery,0.6081176352133882,crash_10f,1.3855613085958693,n1_zero_shot
253,18,184,184,0,0.6434799169682777,recovery,0.5856555402506178,crash_10f,1.4238305107752482,n1_debug50
253,19,191,191,0,0.5979020224286398,recovery,0.6011499742813501,crash_10f,1.3745873022079467,n1_zero_shot
253,19,183,183,0,0.6360695881180529,recovery,0.5776896380294837,crash_10f,1.414223645793067,n1_debug50
252,20,201,201,0,0.5887771997283536,recovery,0.605629902343753,crash_10f,1.385049533843994,n1_zero_shot
253,20,179,179,0,0.6246886628571788,recovery,0.5807146878518987,crash_10f,1.4313652788268196,n1_debug50
253,21,206,206,1,0.5834381650343591,recovery,0.6044233665108739,crash_10f,1.3854162579112583,n1_zero_shot
254,21,198,198,1,0.618369625460146,recovery,0.5800877940628438,crash_10f,1.4236104986402724,n1_debug50
253,22,222,222,0,0.5812328547189359,recovery,0.6009936235822758,crash_10f,1.394799693690406,n1_zero_shot
253,22,213,213,0,0.6154555489702821,recovery,0.5822592501490663,crash_10f,1.4402163463168673,n1_debug50
253,23,228,228,0,0.5813306960907947,recovery,0.6036080379549608,crash_10f,1.3763506775432164,n1_zero_shot
254,23,218,218,0,0.6138213978958725,recovery,0.5821646634474199,crash_10f,1.4170036612616645,n1_debug50
248,24,216,216,0,0.588895831614282,recovery,0.6043011681295578,crash_10f,1.3804430341720582,n1_zero_shot
250,24,203,203,0,0.6258728998091947,recovery,0.5844823564693935,crash_10f,1.4304736902978685,n1_debug50
253,25,193,193,0,0.5875295134947003,recovery,0.601505604918549,crash_10f,1.3831443532307943,n1_zero_shot
255,25,181,181,0,0.6260301311580878,recovery,0.5821964803029,crash_10f,1.4416793372895982,n1_debug50
253,26,204,204,0,0.5817900177953153,recovery,0.6078942826223228,crash_10f,1.4001969917615256,n1_zero_shot
254,26,195,195,0,0.6181110304221596,recovery,0.5851904191795859,crash_10f,1.4439592954847549,n1_debug50
252,27,203,203,0,0.5886931510868136,recovery,0.6125327147846709,crash_10f,1.403911259174347,n1_zero_shot
255,27,189,189,0,0.6227405092854431,recovery,0.5879453448178318,crash_10f,1.4545480624834697,n1_debug50
255,28,209,209,0,0.5834755035040348,recovery,0.5989990533522299,crash_10f,1.394370238516066,n1_zero_shot
255,28,199,199,0,0.6189827014645888,recovery,0.577660149801496,crash_10f,1.4399235010147096,n1_debug50
251,29,212,212,0,0.591405010529308,recovery,0.6095802000925407,crash_10f,1.3992850385771858,n1_zero_shot
252,29,201,201,0,0.6309012438535618,recovery,0.5842362857787836,crash_10f,1.4506993974579705,n1_debug50
245,30,238,238,0,0.5929371857932427,recovery,0.610526458770216,crash_10f,1.4185814624362523,n1_zero_shot
246,30,222,222,0,0.6319407981552609,recovery,0.5857160693640392,crash_10f,1.4667444547017416,n1_debug50
246,31,209,209,0,0.5935732762057133,recovery,0.607144905606788,crash_10f,1.4148916949166193,n1_zero_shot
247,31,199,199,0,0.6316782188083326,recovery,0.5847311510921539,crash_10f,1.4588912585046556,n1_debug50
242,32,227,227,0,0.5934845359076423,recovery,0.6239587600479998,crash_10f,1.41144143793318,n1_zero_shot
243,32,217,217,0,0.6309426058229903,recovery,0.5992626769007003,crash_10f,1.4575410845544603,n1_debug50
242,33,217,217,0,0.6036338554099775,recovery,0.626583960686784,crash_10f,1.3986972835328844,n1_zero_shot
242,33,208,208,0,0.6369740029260942,recovery,0.600886871506781,crash_10f,1.4453533318307665,n1_debug50
238,34,239,239,0,0.6104092353293653,recovery,0.6356118984281772,crash_10f,1.3892779694663153,n1_zero_shot
241,34,230,230,0,0.6460059181155687,recovery,0.6042549573851612,crash_10f,1.430323284731971,n1_debug50
237,35,246,246,0,0.6247115157152059,recovery,0.649685841997729,crash_10f,1.3854395288891261,n1_zero_shot
237,35,227,227,0,0.6614388809638713,recovery,0.6205164254557421,crash_10f,1.4306163801087273,n1_debug50
243,36,221,221,0,0.6300083622865972,recovery,0.6411814400050581,crash_10f,1.4064890305201212,n1_zero_shot
244,36,205,205,0,0.6650971521497376,recovery,0.6102539113528898,crash_10f,1.4545807986789279,n1_debug50
240,37,238,238,0,0.6265836896443082,recovery,0.6539288094914202,crash_10f,1.414702538119422,n1_zero_shot
245,37,225,225,0,0.6660992113642654,recovery,0.6135170476544191,crash_10f,1.4661719613605075,n1_debug50
246,38,204,204,1,0.647982151506534,recovery,0.6644993777105181,crash_10f,1.483781648212009,n1_zero_shot
249,38,185,185,1,0.68369899912975,recovery,0.6310555951748928,crash_10f,1.533316793176863,n1_debug50
251,39,207,207,0,0.6588200575428257,recovery,0.6676093120002896,crash_10f,1.5266170263290406,n1_zero_shot
253,39,194,194,0,0.6850970774846076,recovery,0.6377577632907039,crash_10f,1.565337265862359,n1_debug50
254,40,235,235,0,0.6572106566957474,recovery,0.6550865637925031,crash_10f,1.5357019501262241,n1_zero_shot
253,40,222,222,0,0.6887145230458727,recovery,0.627869859823566,crash_10f,1.5779763552877637,n1_debug50
0,0,134,134,0,0.7199237726181471,pre_fault,0.7199237738060824,compound_10f,1.1113762460814582,n1_zero_shot
0,0,124,124,0,0.7604220538348426,pre_fault,0.6938682929372609,compound_10f,1.1434675614039103,n1_debug50
256,1,318,318,0,0.5783855456132789,pre_fault,0.5783855464806099,compound_10f,1.1823086584938898,n1_zero_shot
256,1,302,302,0,0.6113822344977349,pre_fault,0.5568561083505247,compound_10f,1.2158063051435684,n1_debug50
248,2,250,250,0,0.5807288143693724,pre_fault,0.5796241763618181,compound_10f,1.1860521467526755,n1_zero_shot
249,2,229,229,0,0.6153696229801687,pre_fault,0.5592368696128525,compound_10f,1.2281638161341348,n1_debug50
251,3,131,131,28,0.6968626347287669,fault,0.6970101019676731,compound_10f,0.8898528022236294,n1_zero_shot
251,3,122,122,27,0.7211006319936415,fault,0.6824211730167347,compound_10f,0.9184169514973959,n1_debug50
254,4,157,157,17,0.6798040496664,fault,0.6721936491373787,compound_10f,0.8977014131016201,n1_zero_shot
254,4,147,147,16,0.7002725143287594,fault,0.6535922954256728,compound_10f,0.9272007319662307,n1_debug50
249,5,152,152,16,0.6819809185841929,fault,0.6694171143926629,compound_10f,0.9033933520317078,n1_zero_shot
249,5,143,143,20,0.7061527207278203,fault,0.6553657572428488,compound_10f,0.9275496872266134,n1_debug50
249,6,131,131,25,0.695599665598778,fault,0.6739510113903968,compound_10f,0.9032849611176385,n1_zero_shot
251,6,129,129,22,0.7182227792348063,fault,0.6590303195753627,compound_10f,0.9340409225887722,n1_debug50
249,7,140,140,22,0.6990475225626833,fault,0.6813032559077692,compound_10f,0.9114291122224596,n1_zero_shot
250,7,124,124,26,0.7261521052249525,fault,0.6671814312283172,compound_10f,0.9443139947785272,n1_debug50
246,8,170,170,21,0.6792177694694117,fault,0.6720000252524537,compound_10f,0.8998559607399834,n1_zero_shot
246,8,154,154,24,0.7066178959793504,fault,0.6515072020712102,compound_10f,0.9275985699229771,n1_debug50
238,9,164,164,14,0.6658148172983422,fault,0.6582055502635482,compound_10f,0.8682317418522305,n1_zero_shot
238,9,151,151,16,0.6898485795013067,fault,0.6418835979466841,compound_10f,0.8962198572688632,n1_debug50
236,10,152,152,10,0.682048295392398,fault,0.6838047929238638,compound_10f,0.8689623281690809,n1_zero_shot
238,10,142,142,10,0.7062665780661065,fault,0.6698488675180391,compound_10f,0.902508671813541,n1_debug50
221,11,133,133,13,0.6811838236263509,fault,0.6871597821407711,compound_10f,0.8209219405386183,n1_zero_shot
221,11,117,117,23,0.7125483055732226,fault,0.6744625934139885,compound_10f,0.8461498877737257,n1_debug50
212,12,114,114,19,0.7043677420115313,fault,0.7051332758532914,compound_10f,0.7912792187266879,n1_zero_shot
211,12,108,108,21,0.7216591677518359,fault,0.6791466569716847,compound_10f,0.8120062743292914,n1_debug50
209,13,240,240,0,0.6451363169958954,recovery,0.6469835221386282,compound_10f,1.2146542625957064,n1_zero_shot
213,13,231,231,0,0.6795114806233795,recovery,0.6210156140704844,compound_10f,1.2546704530715942,n1_debug50
249,14,287,287,0,0.5910199314536169,recovery,0.5958176269259886,compound_10f,1.267877350118425,n1_zero_shot
249,14,270,270,0,0.6289127638668834,recovery,0.5731103145040811,compound_10f,1.3156278403600057,n1_debug50
249,15,271,271,0,0.5853071151446136,recovery,0.5957943936702406,compound_10f,1.2810092163085938,n1_zero_shot
249,15,255,255,0,0.6199843431497364,recovery,0.5740554912301368,compound_10f,1.327214118109809,n1_debug50
249,16,256,256,0,0.5781689668713795,recovery,0.5955348911027404,compound_10f,1.2736452507972718,n1_zero_shot
