count,mean,metric,p01,p10,p25,p50,p75,p90,p99,phase,protocol,variant
58500,0.6076856964912244,positive_over_base,0.10179059825640374,0.19117132285266614,0.4501293697194928,0.6970293634571474,0.7586732293183324,0.8132379506794174,1.023318300656393,recovery,crash_5f,n1_zero_shot
72900,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,clean,clean,s2_2
72900,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,clean,clean,s2_2
18000,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fault,compound_10f,s2_2
18000,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fault,compound_10f,s2_2
5400,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pre_fault,compound_10f,s2_2
5400,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pre_fault,compound_10f,s2_2
49500,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,recovery,compound_10f,s2_2
49500,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,recovery,compound_10f,s2_2
18000,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fault,crash_10f,s2_2
18000,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fault,crash_10f,s2_2
5400,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pre_fault,crash_10f,s2_2
5400,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pre_fault,crash_10f,s2_2
49500,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,recovery,crash_10f,s2_2
49500,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,recovery,crash_10f,s2_2
9000,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fault,crash_5f,s2_2
9000,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fault,crash_5f,s2_2
5400,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pre_fault,crash_5f,s2_2
5400,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pre_fault,crash_5f,s2_2
58500,1.0,negative_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,recovery,crash_5f,s2_2
58500,1.0,positive_over_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0,recovery,crash_5f,s2_2
