count,mean,metric,p01,p10,p25,p50,p75,p90,p99,phase,protocol,variant
72900,0.755922488350273,source_innovation,0.0,0.0,0.33521683514118195,1.0,1.0,1.0,1.0,clean,clean,n1_zero_shot
72900,1.2907737521412277,strength,0.7126452589035034,0.8984955072402954,1.0043686628341675,1.1389472484588623,1.330315887928009,1.7642752647399904,4.224635691642754,clean,clean,n1_zero_shot
72900,0.0,temporal_reacquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean,clean,n1_zero_shot
72900,0.6215350926345513,uncertainty,0.32130393594503404,0.531310772895813,0.6005436480045319,0.6371563076972961,0.6656972467899323,0.6900131523609161,0.7372877144813538,clean,clean,n1_zero_shot
81,0.12665294924554185,write_ratio,0.03266666666666666,0.07666666666666666,0.09666666666666666,0.12222222222222222,0.15888888888888889,0.17444444444444446,0.23022222222222227,clean,clean,n1_zero_shot
18000,0.40333136557642785,actual_added_negative_evidence,0.0,0.0,0.07218225114047527,0.30805423855781555,0.7467212080955505,0.8730651080608369,1.2285049641132355,fault,compound_10f,n1_zero_shot
18000,0.16632626100025502,actual_added_positive_evidence,0.0,0.0,0.02860751235857606,0.14000818878412247,0.2840937227010727,0.3753249347209931,0.5416416752338405,fault,compound_10f,n1_zero_shot
18000,1.251208639204502,alpha,1.0,1.0,1.1148142516613007,1.243777871131897,1.3562730252742767,1.4846481800079347,1.9289084744453417,fault,compound_10f,n1_zero_shot
18000,1.5880820783310465,beta,1.0,1.0,1.2581826150417328,1.666153609752655,1.8543838560581207,2.104534649848938,3.080847694873807,fault,compound_10f,n1_zero_shot
20,0.8733333333333333,defer_ratio,0.8341777777777778,0.8437777777777777,0.8602777777777777,0.8738888888888889,0.8883333333333333,0.900888888888889,0.9124888888888889,fault,compound_10f,n1_zero_shot
20,232.55,effective_propagated_queries,212.38,214.9,218.75,234.0,246.75,249.2,253.43,fault,compound_10f,n1_zero_shot
20,0.0741111111111111,keep_ratio,0.030844444444444445,0.036444444444444446,0.05472222222222222,0.07055555555555557,0.09472222222222222,0.11233333333333334,0.11333333333333333,fault,compound_10f,n1_zero_shot
20,0.05255555555555556,recover_ratio,0.01661111111111111,0.023111111111111114,0.03277777777777778,0.04555555555555556,0.0638888888888889,0.08844444444444448,0.11804444444444444,fault,compound_10f,n1_zero_shot
18000,0.2881944470471806,score_scale,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.75,1.0,fault,compound_10f,n1_zero_shot
18000,0.6146949858301216,source_innovation,0.0,0.0,0.0,1.0,1.0,1.0,1.0,fault,compound_10f,n1_zero_shot
18000,0.8392907178931767,strength,0.0,0.0,0.4078558087348938,0.9382708072662354,1.205572247505188,1.562589168548584,2.9833541393279956,fault,compound_10f,n1_zero_shot
18000,0.008307397858964073,temporal_reacquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.28346866369247437,fault,compound_10f,n1_zero_shot
18000,0.7418718263904254,uncertainty,0.4013361078500748,0.5613894402980805,0.6239135712385178,0.6806724667549133,0.8306145071983337,1.0,1.0,fault,compound_10f,n1_zero_shot
20,0.12666666666666668,write_ratio,0.08751111111111111,0.09911111111111112,0.11166666666666666,0.12611111111111112,0.13972222222222222,0.15622222222222223,0.1658222222222222,fault,compound_10f,n1_zero_shot
5400,0.6783689323667851,actual_added_negative_evidence,0.15740524157881736,0.24879460483789445,0.5888406336307526,0.7058908045291901,0.8134226649999619,0.9584084272384644,1.2790716254711156,pre_fault,compound_10f,n1_zero_shot
5400,0.2885929852537811,actual_added_positive_evidence,0.05826495923101902,0.09507590159773827,0.21898535639047623,0.28875796496868134,0.3612812012434006,0.4431116461753847,0.6226452571153641,pre_fault,compound_10f,n1_zero_shot
5400,1.3487263059836847,alpha,1.104880690574646,1.2278240203857422,1.26835098862648,1.3285298347473145,1.4087341129779816,1.5033015727996826,1.7198389971256256,pre_fault,compound_10f,n1_zero_shot
5400,1.8030040209160911,beta,1.187058925628662,1.6028043031692505,1.6754428148269653,1.7626051306724548,1.8882076740264893,2.084309530258179,2.481220018863678,pre_fault,compound_10f,n1_zero_shot
